"","sampling","plot","treatment","species","abundance","height","Cb","Db","Cm","Dm","datenew","month"
"865","0may",1,"w","rapa",25,33,NA,NA,NA,NA,2023-05-04,5
"866","0may",1,"w","rapa",25,31,NA,NA,NA,NA,2023-05-04,5
"867","0may",1,"w","rapa",25,30,NA,NA,NA,NA,2023-05-04,5
"868","0may",1,"w","rapa",25,29,NA,NA,NA,NA,2023-05-04,5
"869","0may",1,"w","rapa",25,26,NA,NA,NA,NA,2023-05-04,5
"870","0may",1,"w","rapa",25,26,NA,NA,NA,NA,2023-05-04,5
"871","0may",1,"w","rapa",25,25,NA,NA,NA,NA,2023-05-04,5
"872","0may",1,"w","rapa",25,23,NA,NA,NA,NA,2023-05-04,5
"873","0may",1,"w","rapa",25,18,NA,NA,NA,NA,2023-05-04,5
"874","0may",1,"w","rapa",25,18,NA,NA,NA,NA,2023-05-04,5
"875","1may",8,"w","gedi",25,58.5,NA,NA,NA,NA,2023-05-16,5
"876","1may",8,"w","gedi",25,58.5,NA,NA,NA,NA,2023-05-16,5
"877","1may",8,"w","gedi",25,57,NA,NA,NA,NA,2023-05-16,5
"878","1may",8,"w","gedi",25,52,NA,NA,NA,NA,2023-05-16,5
"879","1may",8,"w","gedi",25,48,NA,NA,NA,NA,2023-05-16,5
"880","1may",8,"w","gedi",25,45,NA,NA,NA,NA,2023-05-16,5
"881","1may",8,"w","gedi",25,33,NA,NA,NA,NA,2023-05-16,5
"882","1may",8,"w","rapa",25,60,NA,NA,NA,NA,2023-05-16,5
"883","1may",8,"w","rapa",25,52,NA,NA,NA,NA,2023-05-16,5
"884","1may",8,"w","rapa",25,49,NA,NA,NA,NA,2023-05-16,5
"885","1may",8,"w","rapa",25,45,NA,NA,NA,NA,2023-05-16,5
"886","1may",8,"w","rapa",25,42,NA,NA,NA,NA,2023-05-16,5
"887","1may",8,"w","rapa",25,41,NA,NA,NA,NA,2023-05-16,5
"888","1may",8,"w","rapa",25,38,NA,NA,NA,NA,2023-05-16,5
"889","1may",8,"w","rapa",25,37,NA,NA,NA,NA,2023-05-16,5
"890","1may",8,"w","rapa",25,36,NA,NA,NA,NA,2023-05-16,5
"891","1may",8,"w","rapa",25,32,NA,NA,NA,NA,2023-05-16,5
"892","10oct",6,"p","pore",25,106,1.5,NA,2.4,NA,2023-10-16,10
"893","10oct",6,"p","pore",25,90,4,NA,2.6,NA,2023-10-16,10
"894","10oct",6,"p","pore",25,87,2,NA,1.7,NA,2023-10-16,10
"895","10oct",6,"p","pore",25,52,2,NA,1.2,NA,2023-10-16,10
"896","10oct",16,"w","coar",25,45.5,NA,0.09,0.9,NA,2023-10-16,10
"897","10oct",16,"w","coar",25,43,NA,0.18,2.1,NA,2023-10-16,10
"898","10oct",7,"c","ni_p7_1",25,32,0.9,NA,0.9,NA,2023-10-16,10
"899","10oct",16,"w","coar",25,30,NA,0.1,0.9,NA,2023-10-16,10
"900","10oct",7,"c","ni_p7_1",25,30,1.3,NA,1,NA,2023-10-16,10
"901","10oct",7,"c","ni_p7_1",25,29,2,NA,1.5,NA,2023-10-16,10
"902","10oct",14,"c","ni_p14_1",25,28.5,1.5,NA,1.5,NA,2023-10-16,10
"903","10oct",14,"c","elre",25,27,1,NA,1.2,NA,2023-10-16,10
"904","10oct",7,"c","ni_p7_1",25,27,0.9,NA,0.8,NA,2023-10-16,10
"905","10oct",16,"w","coar",25,26.5,NA,0.03,0.8,NA,2023-10-16,10
"906","10oct",7,"c","ni_p7_1",25,26,1,NA,0.9,NA,2023-10-16,10
"907","10oct",14,"c","ni_p14_1",25,24,0.8,NA,0.9,NA,2023-10-16,10
"908","10oct",10,"p","elre",25,23,1.5,NA,1.6,NA,2023-10-16,10
"909","10oct",14,"c","ni_p14_1",25,23,1.8,NA,1.5,NA,2023-10-16,10
"910","10oct",16,"w","coar",25,22.5,NA,0.02,NA,0.07,2023-10-16,10
"911","10oct",10,"p","elre",25,22,1.8,NA,1.8,NA,2023-10-16,10
"912","10oct",14,"c","elre",25,22,1.6,NA,1.2,NA,2023-10-16,10
"913","10oct",10,"p","elre",25,21,1.4,NA,1,NA,2023-10-16,10
"914","10oct",14,"c","elre",25,20,1.3,NA,1,NA,2023-10-16,10
"915","10oct",14,"c","elre",25,20,1.5,NA,1.4,NA,2023-10-16,10
"916","10oct",14,"c","ni_p14_1",25,20,2,NA,1.5,NA,2023-10-16,10
"917","10oct",10,"p","elre",25,19.5,1.5,NA,1.2,NA,2023-10-16,10
"918","10oct",10,"p","elre",25,18.5,1.4,NA,1.3,NA,2023-10-16,10
"919","10oct",14,"c","elre",25,17.5,1.8,NA,1.5,NA,2023-10-16,10
"920","10oct",14,"c","ni_p14_1",25,16,1.4,NA,1.3,NA,2023-10-16,10
"921","10oct",6,"p","pore",25,10,1.5,NA,2.5,NA,2023-10-16,10
"922","11nov",7,"c","ni_p7_1",25,35,1.2,NA,0.9,NA,2023-11-13,11
"923","11nov",7,"c","ni_p7_1",25,34,1.6,NA,1.5,NA,2023-11-13,11
"924","11nov",7,"c","ni_p7_1",25,30,1.5,NA,1.5,NA,2023-11-13,11
"925","11nov",14,"c","ni_p14_1",25,29.4,1.6,NA,1.8,NA,2023-11-13,11
"926","11nov",5,"wp","ni_p5_1",25,26,2.1,NA,2,NA,2023-11-13,11
"927","11nov",7,"c","ni_p7_1",25,26,1,NA,0.8,NA,2023-11-13,11
"928","11nov",5,"wp","ni_p5_1",25,25,1.5,NA,1.4,NA,2023-11-13,11
"929","11nov",7,"c","ni_p7_1",25,25,1.1,NA,1.2,NA,2023-11-13,11
"930","11nov",5,"wp","ni_p5_1",25,20,1,NA,1.1,NA,2023-11-13,11
"931","11nov",5,"wp","ni_p5_1",25,19,1.2,NA,0.9,NA,2023-11-13,11
"932","11nov",14,"c","ni_p14_1",25,18,NA,0.05,NA,0.02,2023-11-13,11
"933","11nov",5,"wp","ni_p5_1",25,18,0.6,NA,0.8,NA,2023-11-13,11
"934","11nov",14,"c","ni_p14_1",25,17,2.3,NA,1.7,NA,2023-11-13,11
"935","11nov",14,"c","ni_p14_1",25,16,NA,0.09,NA,0.07,2023-11-13,11
"936","11nov",14,"c","ni_p14_1",25,14,1.2,NA,1.2,NA,2023-11-13,11
"937","3jun",12,"wp","elre",25,33,1.6,NA,1.4,NA,2023-06-28,6
"938","3jun",12,"wp","elre",25,22,2,NA,1.5,NA,2023-06-28,6
"939","3jun",12,"wp","elre",25,21,2.2,NA,1.8,NA,2023-06-28,6
"940","3jun",12,"wp","elre",25,18,1,NA,0.9,NA,2023-06-28,6
"941","3jun",12,"wp","elre",25,17.5,2.4,NA,1.7,NA,2023-06-28,6
"942","4jul",5,"wp","elre",25,29,0.8,NA,0.8,NA,2023-07-11,7
"943","4jul",5,"wp","elre",25,25.5,1.5,NA,1.3,NA,2023-07-11,7
"944","4jul",5,"wp","elre",25,24.5,2.5,NA,2,NA,2023-07-11,7
"945","4jul",5,"wp","elre",25,24,1.8,NA,1,NA,2023-07-11,7
"946","4jul",5,"wp","elre",25,22,1.5,NA,0.8,NA,2023-07-11,7
"947","5jul",9,"w","elre",25,59,2.1,NA,1.4,NA,2023-07-26,7
"948","5jul",14,"c","fear",25,58,17,NA,6.5,NA,2023-07-26,7
"949","5jul",14,"c","fear",25,53,5,NA,3.8,NA,2023-07-26,7
"950","5jul",9,"w","elre",25,52,0.9,NA,1.1,NA,2023-07-26,7
"951","5jul",14,"c","fear",25,48.5,10.5,NA,3.2,NA,2023-07-26,7
"952","5jul",14,"c","fear",25,48,28.5,NA,8,NA,2023-07-26,7
"953","5jul",9,"w","elre",25,47,NA,0.05,NA,0.05,2023-07-26,7
"954","5jul",9,"w","elre",25,43,1.7,NA,1.3,NA,2023-07-26,7
"955","5jul",9,"w","elre",25,40,1.2,NA,0.9,NA,2023-07-26,7
"956","5jul",14,"c","fear",25,38,4.2,NA,2.7,NA,2023-07-26,7
"957","5jul",10,"p","elre",25,34,1.2,NA,1.1,NA,2023-07-26,7
"958","5jul",15,"p","am",25,34,5.2,NA,10.5,NA,2023-07-26,7
"959","5jul",10,"p","elre",25,27.5,1.8,NA,2,NA,2023-07-26,7
"960","5jul",10,"p","elre",25,25.5,1.5,NA,1.3,NA,2023-07-26,7
"961","5jul",10,"p","elre",25,20.5,1.5,NA,1.3,NA,2023-07-26,7
"962","5jul",3,"p","trfr",25,17,6.2,NA,2.6,NA,2023-07-26,7
"963","5jul",3,"p","trfr",25,14,8,NA,3.8,NA,2023-07-26,7
"964","5jul",10,"p","elre",25,13,0.8,NA,1,NA,2023-07-26,7
"965","5jul",3,"p","trfr",25,11.5,8,NA,2.9,NA,2023-07-26,7
"966","5jul",3,"p","trfr",25,10.5,NA,0.38,4.3,NA,2023-07-26,7
"967","5jul",3,"p","trfr",25,10,NA,0.26,3.4,NA,2023-07-26,7
"968","6aug",6,"p","pore",25,92.5,1.8,NA,1.5,NA,2023-08-22,8
"969","6aug",6,"p","pore",25,70,3.5,NA,2.1,NA,2023-08-22,8
"970","6aug",6,"p","pore",25,59,1.1,NA,0.8,NA,2023-08-22,8
"971","6aug",6,"p","pore",25,50,2,NA,1.5,NA,2023-08-22,8
"972","6aug",12,"wp","elre",25,34,1.3,NA,0.9,NA,2023-08-22,8
"973","6aug",6,"p","pore",25,29,1.5,NA,0.8,NA,2023-08-22,8
"974","6aug",12,"wp","elre",25,23,3.2,NA,2.1,NA,2023-08-22,8
"975","6aug",12,"wp","elre",25,20,1.8,NA,1.5,NA,2023-08-22,8
"976","6aug",12,"wp","elre",25,18,1.5,NA,1.1,NA,2023-08-22,8
"977","6aug",12,"wp","elre",25,15,1.5,NA,1.3,NA,2023-08-22,8
"978","7sep",14,"c","fear",25,34,9.2,NA,6,NA,2023-09-04,9
"979","7sep",14,"c","fear",25,31,29,NA,9.8,NA,2023-09-04,9
"980","7sep",14,"c","fear",25,30,16,NA,8.3,NA,2023-09-04,9
"981","7sep",2,"c","dagl",25,28,14,NA,6,NA,2023-09-04,9
"982","7sep",2,"c","dagl",25,27,26,NA,11,NA,2023-09-04,9
"983","7sep",2,"c","dagl",25,23,6.2,NA,4.5,NA,2023-09-04,9
"984","7sep",14,"c","fear",25,21,4.2,NA,3.4,NA,2023-09-04,9
"985","7sep",2,"c","dagl",25,18,5.5,NA,4,NA,2023-09-04,9
"986","7sep",14,"c","fear",25,15,3.3,NA,3,NA,2023-09-04,9
"987","7sep",2,"c","dagl",25,15,2,NA,1.5,NA,2023-09-04,9
"988","8sep",6,"p","pore",25,105,2,NA,1.6,NA,2023-09-18,9
"989","8sep",6,"p","pore",25,75,4.9,NA,2.3,NA,2023-09-18,9
"990","8sep",6,"p","pore",25,53,2.7,NA,2.6,NA,2023-09-18,9
"991","8sep",6,"p","pore",25,44,4,NA,2.1,NA,2023-09-18,9
"992","8sep",14,"c","fear",25,32,11,NA,5.5,NA,2023-09-18,9
"993","8sep",6,"p","elre",25,32,1.7,NA,2,NA,2023-09-18,9
"994","8sep",14,"c","fear",25,30,26,NA,17,NA,2023-09-18,9
"995","8sep",14,"c","fear",25,29,18,NA,10.5,NA,2023-09-18,9
"996","8sep",9,"w","elre",25,27,1.5,NA,1,NA,2023-09-18,9
"997","8sep",13,"wp","plla",25,25,9,NA,3.5,NA,2023-09-18,9
"998","8sep",6,"p","elre",25,25,2.1,NA,1.7,NA,2023-09-18,9
"999","8sep",6,"p","elre",25,24.5,1.2,NA,1.4,NA,2023-09-18,9
"1000","8sep",9,"w","ni_p9_1",25,24,3,NA,1.5,NA,2023-09-18,9
"1001","8sep",9,"w","ni_p9_1",25,24,1.3,NA,1,NA,2023-09-18,9
"1002","8sep",14,"c","fear",25,23,12,NA,6,NA,2023-09-18,9
"1003","8sep",9,"w","elre",25,23,1.3,NA,1,NA,2023-09-18,9
"1004","8sep",9,"w","ni_p9_1",25,23,1.5,NA,1,NA,2023-09-18,9
"1005","8sep",9,"w","ni_p9_1",25,22,1.2,NA,1,NA,2023-09-18,9
"1006","8sep",14,"c","fear",25,21,6,NA,3,NA,2023-09-18,9
"1007","8sep",6,"p","elre",25,20,1.3,NA,1.4,NA,2023-09-18,9
"1008","8sep",9,"w","elre",25,20,1,NA,1.1,NA,2023-09-18,9
"1009","8sep",9,"w","elre",25,19,0.9,NA,1.2,NA,2023-09-18,9
"1010","8sep",9,"w","elre",25,19,2.2,NA,1.5,NA,2023-09-18,9
"1011","8sep",9,"w","ni_p9_1",25,19,1.1,NA,1,NA,2023-09-18,9
"1012","8sep",6,"p","elre",25,18,2.9,NA,2.4,NA,2023-09-18,9
"1013","8sep",6,"p","pore",25,18,2.2,NA,2.2,NA,2023-09-18,9
"1014","8sep",13,"wp","plla",25,9,5.5,NA,3.5,NA,2023-09-18,9
"1015","8sep",13,"wp","plla",25,8,8.7,NA,6.8,NA,2023-09-18,9
"1016","9oct",6,"p","elre",25,27,2,NA,1.5,NA,2023-10-04,10
"1017","9oct",6,"p","elre",25,26.5,1.5,NA,1,NA,2023-10-04,10
"1018","9oct",6,"p","elre",25,25,1.8,NA,1.8,NA,2023-10-04,10
"1019","9oct",6,"p","elre",25,21,0.7,NA,0.7,NA,2023-10-04,10
"1020","9oct",6,"p","elre",25,17,1.6,NA,1.2,NA,2023-10-04,10
"1021","2jun",8,"w","elre",24,64,NA,NA,NA,NA,2023-06-14,6
"1022","2jun",8,"w","elre",24,61,NA,NA,NA,NA,2023-06-14,6
"1023","2jun",8,"w","elre",24,60,NA,NA,NA,NA,2023-06-14,6
"1024","2jun",8,"w","elre",24,57,NA,NA,NA,NA,2023-06-14,6
"1025","2jun",8,"w","elre",24,56,NA,NA,NA,NA,2023-06-14,6
"1026","2jun",8,"w","elre",24,54.5,NA,NA,NA,NA,2023-06-14,6
"1027","2jun",8,"w","elre",24,51,NA,NA,NA,NA,2023-06-14,6
"1028","2jun",8,"w","elre",24,51,NA,NA,NA,NA,2023-06-14,6
"1029","2jun",8,"w","elre",24,50,NA,NA,NA,NA,2023-06-14,6
"1030","2jun",8,"w","elre",24,47,NA,NA,NA,NA,2023-06-14,6
"1031","2jun",8,"w","elre",24,45.5,NA,NA,NA,NA,2023-06-14,6
"1032","8sep",2,"c","ni_p2_1",23,20,NA,0.08,NA,0.05,2023-09-18,9
"1033","8sep",2,"c","ni_p2_1",23,19,1.2,NA,1.4,NA,2023-09-18,9
"1034","8sep",2,"c","ni_p2_1",23,18,2.8,NA,2.2,NA,2023-09-18,9
"1035","8sep",2,"c","ni_p2_1",23,17,NA,0.07,NA,0.04,2023-09-18,9
"1036","8sep",2,"c","ni_p2_1",23,13,2.8,NA,1.7,NA,2023-09-18,9
"1037","8sep",2,"c","ni_p2_1",23,10,1,NA,0.7,NA,2023-09-18,9
"1038","9oct",6,"p","pore",23,107,2,NA,1.6,NA,2023-10-04,10
"1039","9oct",6,"p","pore",23,85,1.5,NA,1.3,NA,2023-10-04,10
"1040","9oct",6,"p","pore",23,52,1.5,NA,0.9,NA,2023-10-04,10
"1041","9oct",6,"p","pore",23,31,1.2,NA,NA,0.12,2023-10-04,10
"1042","9oct",6,"p","pore",23,7,1.1,NA,1.5,NA,2023-10-04,10
"1043","10oct",13,"wp","vepe",22,7,NA,0.02,3.6,NA,2023-10-16,10
"1044","10oct",13,"wp","vepe",22,6,NA,0.02,NA,0.03,2023-10-16,10
"1045","10oct",13,"wp","vepe",22,5,NA,0.02,NA,0.02,2023-10-16,10
"1046","10oct",13,"wp","vepe",22,4,NA,0.03,3,NA,2023-10-16,10
"1047","10oct",13,"wp","vepe",22,2.5,NA,0.02,NA,0.03,2023-10-16,10
"1048","5jul",6,"p","fear",22,79,25,NA,2.2,NA,2023-07-26,7
"1049","5jul",6,"p","pore",22,77,6.6,NA,3,NA,2023-07-26,7
"1050","5jul",6,"p","pore",22,75,2.7,NA,1.6,NA,2023-07-26,7
"1051","5jul",6,"p","pore",22,75,3.2,NA,2,NA,2023-07-26,7
"1052","5jul",6,"p","pore",22,51,3.2,NA,1.5,NA,2023-07-26,7
"1053","5jul",6,"p","pore",22,28,1.7,NA,1,NA,2023-07-26,7
"1054","0may",4,"wp","brst",20,95,NA,NA,NA,NA,2023-05-04,5
"1055","0may",4,"wp","brst",20,95,NA,NA,NA,NA,2023-05-04,5
"1056","0may",4,"wp","brst",20,93,NA,NA,NA,NA,2023-05-04,5
"1057","0may",4,"wp","brst",20,87,NA,NA,NA,NA,2023-05-04,5
"1058","0may",4,"wp","brst",20,81,NA,NA,NA,NA,2023-05-04,5
"1059","0may",4,"wp","brst",20,80,NA,NA,NA,NA,2023-05-04,5
"1060","0may",4,"wp","brst",20,77,NA,NA,NA,NA,2023-05-04,5
"1061","0may",4,"wp","brst",20,76,NA,NA,NA,NA,2023-05-04,5
"1062","0may",4,"wp","brst",20,58,NA,NA,NA,NA,2023-05-04,5
"1063","0may",8,"w","gedi",20,45,NA,NA,NA,NA,2023-05-04,5
"1064","0may",8,"w","gedi",20,45,NA,NA,NA,NA,2023-05-04,5
"1065","0may",8,"w","gedi",20,42,NA,NA,NA,NA,2023-05-04,5
"1066","0may",8,"w","gedi",20,42,NA,NA,NA,NA,2023-05-04,5
"1067","0may",8,"w","gedi",20,39,NA,NA,NA,NA,2023-05-04,5
"1068","0may",8,"w","gedi",20,38,NA,NA,NA,NA,2023-05-04,5
"1069","0may",8,"w","gedi",20,31,NA,NA,NA,NA,2023-05-04,5
"1070","0may",8,"w","gedi",20,30,NA,NA,NA,NA,2023-05-04,5
"1071","0may",8,"w","gedi",20,25,NA,NA,NA,NA,2023-05-04,5
"1072","0may",5,"wp","visa",20,86,NA,NA,NA,NA,2023-05-04,5
"1073","0may",5,"wp","visa",20,79,NA,NA,NA,NA,2023-05-04,5
"1074","0may",5,"wp","visa",20,71,NA,NA,NA,NA,2023-05-04,5
"1075","0may",5,"wp","visa",20,63,NA,NA,NA,NA,2023-05-04,5
"1076","0may",5,"wp","visa",20,62,NA,NA,NA,NA,2023-05-04,5
"1077","0may",5,"wp","visa",20,56,NA,NA,NA,NA,2023-05-04,5
"1078","0may",5,"wp","visa",20,55,NA,NA,NA,NA,2023-05-04,5
"1079","0may",5,"wp","visa",20,55,NA,NA,NA,NA,2023-05-04,5
"1080","0may",5,"wp","visa",20,54,NA,NA,NA,NA,2023-05-04,5
"1081","1may",2,"c","brho",20,95,NA,NA,NA,NA,2023-05-16,5
"1082","1may",2,"c","brho",20,88,NA,NA,NA,NA,2023-05-16,5
"1083","1may",2,"c","brho",20,86,NA,NA,NA,NA,2023-05-16,5
"1084","1may",2,"c","brho",20,86,NA,NA,NA,NA,2023-05-16,5
"1085","1may",2,"c","brho",20,77,NA,NA,NA,NA,2023-05-16,5
"1086","1may",2,"c","brho",20,73,NA,NA,NA,NA,2023-05-16,5
"1087","1may",2,"c","brho",20,71,NA,NA,NA,NA,2023-05-16,5
"1088","1may",2,"c","brho",20,66,NA,NA,NA,NA,2023-05-16,5
"1089","1may",2,"c","brho",20,59,NA,NA,NA,NA,2023-05-16,5
"1090","1may",2,"c","brho",20,55,NA,NA,NA,NA,2023-05-16,5
"1091","1may",1,"w","brst",20,102,NA,NA,NA,NA,2023-05-16,5
"1092","1may",1,"w","brst",20,100,NA,NA,NA,NA,2023-05-16,5
"1093","1may",1,"w","brst",20,89,NA,NA,NA,NA,2023-05-16,5
"1094","1may",1,"w","brst",20,88,NA,NA,NA,NA,2023-05-16,5
"1095","1may",1,"w","brst",20,85,NA,NA,NA,NA,2023-05-16,5
"1096","1may",1,"w","brst",20,81,NA,NA,NA,NA,2023-05-16,5
"1097","1may",1,"w","brst",20,77,NA,NA,NA,NA,2023-05-16,5
"1098","1may",1,"w","brst",20,76,NA,NA,NA,NA,2023-05-16,5
"1099","1may",1,"w","brst",20,67,NA,NA,NA,NA,2023-05-16,5
"1100","1may",1,"w","brst",20,66,NA,NA,NA,NA,2023-05-16,5
"1101","1may",1,"w","brst",20,64,NA,NA,NA,NA,2023-05-16,5
"1102","1may",1,"w","brst",20,59,NA,NA,NA,NA,2023-05-16,5
"1103","1may",1,"w","brst",20,52,NA,NA,NA,NA,2023-05-16,5
"1104","1may",1,"w","brst",20,51.5,NA,NA,NA,NA,2023-05-16,5
"1105","1may",1,"w","brst",20,50,NA,NA,NA,NA,2023-05-16,5
"1106","1may",1,"w","brst",20,50,NA,NA,NA,NA,2023-05-16,5
"1107","1may",1,"w","brst",20,48,NA,NA,NA,NA,2023-05-16,5
"1108","1may",1,"w","brst",20,44,NA,NA,NA,NA,2023-05-16,5
"1109","1may",1,"w","fear",20,59,NA,NA,NA,NA,2023-05-16,5
"1110","1may",1,"w","fear",20,54,NA,NA,NA,NA,2023-05-16,5
"1111","1may",1,"w","fear",20,53.5,NA,NA,NA,NA,2023-05-16,5
"1112","1may",1,"w","fear",20,52,NA,NA,NA,NA,2023-05-16,5
"1113","1may",1,"w","fear",20,51.5,NA,NA,NA,NA,2023-05-16,5
"1114","1may",1,"w","fear",20,50,NA,NA,NA,NA,2023-05-16,5
"1115","1may",1,"w","fear",20,49,NA,NA,NA,NA,2023-05-16,5
"1116","1may",1,"w","fear",20,44,NA,NA,NA,NA,2023-05-16,5
"1117","10oct",3,"p","ch",20,63,NA,0.83,7.5,NA,2023-10-16,10
"1118","10oct",3,"p","ch",20,49.5,NA,0.51,6,NA,2023-10-16,10
"1119","10oct",3,"p","ch",20,42,NA,0.27,NA,0.23,2023-10-16,10
"1120","10oct",3,"p","ch",20,41,NA,0.41,NA,0.37,2023-10-16,10
"1121","10oct",3,"p","ch",20,24,NA,0.22,2.2,NA,2023-10-16,10
"1122","10oct",6,"p","elre",20,24,3,NA,2.1,NA,2023-10-16,10
"1123","10oct",6,"p","elre",20,18,NA,0.07,NA,0.05,2023-10-16,10
"1124","10oct",6,"p","elre",20,18,NA,0.05,NA,0.05,2023-10-16,10
"1125","10oct",6,"p","elre",20,18,1.5,NA,1,NA,2023-10-16,10
"1126","10oct",6,"p","elre",20,17,2,NA,1.5,NA,2023-10-16,10
"1127","11nov",5,"wp","elre",20,29,1.2,NA,1.3,NA,2023-11-13,11
"1128","11nov",5,"wp","elre",20,28.5,1.3,NA,1.5,NA,2023-11-13,11
"1129","11nov",5,"wp","elre",20,28,2,NA,2.1,NA,2023-11-13,11
"1130","11nov",5,"wp","elre",20,27,0.9,NA,1,NA,2023-11-13,11
"1131","11nov",5,"wp","elre",20,25,0.7,NA,0.7,NA,2023-11-13,11
"1132","11nov",1,"w","ni_p1_1",20,23,2.1,NA,1.8,NA,2023-11-13,11
"1133","11nov",1,"w","ni_p1_1",20,22,1.3,NA,1,NA,2023-11-13,11
"1134","11nov",1,"w","ni_p1_1",20,17,1,NA,0.9,NA,2023-11-13,11
"1135","11nov",1,"w","ni_p1_1",20,16,1.6,NA,1.4,NA,2023-11-13,11
"1136","11nov",1,"w","ni_p1_1",20,15,1.2,NA,1.4,NA,2023-11-13,11
"1137","11nov",7,"c","rabu",20,15,1.1,NA,1,NA,2023-11-13,11
"1138","11nov",7,"c","rabu",20,14,1.2,NA,1,NA,2023-11-13,11
"1139","11nov",7,"c","rabu",20,11,0.8,NA,0.8,NA,2023-11-13,11
"1140","11nov",7,"c","rabu",20,10,1.3,NA,0.9,NA,2023-11-13,11
"1141","11nov",7,"c","rabu",20,8.5,1,NA,0.9,NA,2023-11-13,11
"1142","2jun",8,"w","gedi",20,73,NA,NA,NA,NA,2023-06-14,6
"1143","2jun",8,"w","gedi",20,65,NA,NA,NA,NA,2023-06-14,6
"1144","2jun",8,"w","gedi",20,61,NA,NA,NA,NA,2023-06-14,6
"1145","2jun",8,"w","gedi",20,54.5,NA,NA,NA,NA,2023-06-14,6
"1146","2jun",8,"w","gedi",20,52.5,NA,NA,NA,NA,2023-06-14,6
"1147","2jun",8,"w","gedi",20,49,NA,NA,NA,NA,2023-06-14,6
"1148","2jun",8,"w","gedi",20,45,NA,NA,NA,NA,2023-06-14,6
"1149","2jun",7,"c","poan",20,73,NA,NA,NA,NA,2023-06-14,6
"1150","2jun",7,"c","poan",20,71,NA,NA,NA,NA,2023-06-14,6
"1151","2jun",7,"c","poan",20,67,NA,NA,NA,NA,2023-06-14,6
"1152","2jun",7,"c","poan",20,66,NA,NA,NA,NA,2023-06-14,6
"1153","2jun",7,"c","poan",20,65,NA,NA,NA,NA,2023-06-14,6
"1154","2jun",7,"c","poan",20,60,NA,NA,NA,NA,2023-06-14,6
"1155","2jun",7,"c","poan",20,57,NA,NA,NA,NA,2023-06-14,6
"1156","2jun",7,"c","poan",20,56,NA,NA,NA,NA,2023-06-14,6
"1157","2jun",7,"c","poan",20,54,NA,NA,NA,NA,2023-06-14,6
"1158","2jun",7,"c","poan",20,53.5,NA,NA,NA,NA,2023-06-14,6
"1159","2jun",8,"w","rapa",20,67,NA,NA,NA,NA,2023-06-14,6
"1160","2jun",8,"w","rapa",20,66.5,NA,NA,NA,NA,2023-06-14,6
"1161","2jun",8,"w","rapa",20,46,NA,NA,NA,NA,2023-06-14,6
"1162","2jun",8,"w","rapa",20,46,NA,NA,NA,NA,2023-06-14,6
"1163","2jun",8,"w","rapa",20,46,NA,NA,NA,NA,2023-06-14,6
"1164","2jun",8,"w","rapa",20,45,NA,NA,NA,NA,2023-06-14,6
"1165","2jun",8,"w","rapa",20,43,NA,NA,NA,NA,2023-06-14,6
"1166","2jun",8,"w","rapa",20,39,NA,NA,NA,NA,2023-06-14,6
"1167","2jun",2,"c","tono",20,91,NA,NA,NA,NA,2023-06-14,6
"1168","2jun",2,"c","tono",20,85,NA,NA,NA,NA,2023-06-14,6
"1169","2jun",2,"c","tono",20,82,NA,NA,NA,NA,2023-06-14,6
"1170","2jun",2,"c","tono",20,75,NA,NA,NA,NA,2023-06-14,6
"1171","2jun",2,"c","tono",20,74,NA,NA,NA,NA,2023-06-14,6
"1172","2jun",2,"c","tono",20,72,NA,NA,NA,NA,2023-06-14,6
"1173","2jun",2,"c","tono",20,70,NA,NA,NA,NA,2023-06-14,6
"1174","2jun",2,"c","tono",20,60,NA,NA,NA,NA,2023-06-14,6
"1175","2jun",2,"c","tono",20,57,NA,NA,NA,NA,2023-06-14,6
"1176","2jun",2,"c","tono",20,39,NA,NA,NA,NA,2023-06-14,6
"1177","2jun",2,"c","tono",20,39,NA,NA,NA,NA,2023-06-14,6
"1178","2jun",2,"c","tono",20,25,NA,NA,NA,NA,2023-06-14,6
"1179","2jun",2,"c","tono",20,15,NA,NA,NA,NA,2023-06-14,6
"1180","2jun",2,"c","tono",20,12,NA,NA,NA,NA,2023-06-14,6
"1181","3jun",14,"c","fear",20,82,17,NA,6.5,NA,2023-06-28,6
"1182","3jun",14,"c","fear",20,78,6.5,NA,4.9,NA,2023-06-28,6
"1183","3jun",14,"c","fear",20,69,12.5,NA,5.5,NA,2023-06-28,6
"1184","3jun",14,"c","elre",20,62,1,NA,NA,0.12,2023-06-28,6
"1185","3jun",14,"c","elre",20,58,1,NA,NA,0.11,2023-06-28,6
"1186","3jun",14,"c","elre",20,58,1.5,NA,1.2,NA,2023-06-28,6
"1187","3jun",14,"c","fear",20,57,6,NA,3.5,NA,2023-06-28,6
"1188","3jun",14,"c","elre",20,53,NA,0.11,NA,0.08,2023-06-28,6
"1189","3jun",14,"c","elre",20,46,1.7,NA,1.2,NA,2023-06-28,6
"1190","3jun",14,"c","fear",20,42,3.5,NA,2.5,NA,2023-06-28,6
"1191","4jul",7,"c","pore",20,130,1.6,NA,1.1,NA,2023-07-11,7
"1192","4jul",14,"c","elre",20,52.5,0.8,NA,1.1,NA,2023-07-11,7
"1193","4jul",2,"c","dagl",20,48,24,NA,12,NA,2023-07-11,7
"1194","4jul",11,"c","fear",20,46,19,NA,6.5,NA,2023-07-11,7
