"","sampling","plot","treatment","species","abundance","height","Cb","Db","Cm","Dm","datenew","month"
"953","1","1","w","poan",3,50,NA,NA,NA,NA,2023-05-16,5
"954","1","1","w","tono",3,30,NA,NA,NA,NA,2023-05-16,5
"955","1","1","w","tono",3,15,NA,NA,NA,NA,2023-05-16,5
"956","1","1","w","tono",3,15,NA,NA,NA,NA,2023-05-16,5
"957","1","1","w","bepe",1,21,NA,NA,NA,NA,2023-05-16,5
"958","1","1","w","bepe",1,18,NA,NA,NA,NA,2023-05-16,5
"959","1","1","w","dile",1,44,NA,NA,NA,NA,2023-05-16,5
"960","1","1","w","dile",1,38,NA,NA,NA,NA,2023-05-16,5
"961","1","1","w","cegl",0.5,21,NA,NA,NA,NA,2023-05-16,5
"962","1","1","w","cegl",0.5,21,NA,NA,NA,NA,2023-05-16,5
"963","1","11","c","elre",60,45,NA,NA,NA,NA,2023-05-16,5
"964","1","11","c","elre",60,39.5,NA,NA,NA,NA,2023-05-16,5
"965","1","11","c","elre",60,39,NA,NA,NA,NA,2023-05-16,5
"966","1","11","c","elre",60,37,NA,NA,NA,NA,2023-05-16,5
"967","1","11","c","elre",60,36.5,NA,NA,NA,NA,2023-05-16,5
"968","1","11","c","elre",60,36.5,NA,NA,NA,NA,2023-05-16,5
"969","1","11","c","elre",60,36,NA,NA,NA,NA,2023-05-16,5
"970","1","11","c","elre",60,35.5,NA,NA,NA,NA,2023-05-16,5
"971","1","11","c","elre",60,35,NA,NA,NA,NA,2023-05-16,5
"972","1","11","c","elre",60,34.5,NA,NA,NA,NA,2023-05-16,5
"973","1","11","c","elre",60,33,NA,NA,NA,NA,2023-05-16,5
"974","1","11","c","elre",60,31,NA,NA,NA,NA,2023-05-16,5
"975","1","11","c","elre",60,29.5,NA,NA,NA,NA,2023-05-16,5
"976","1","11","c","elre",60,27.5,NA,NA,NA,NA,2023-05-16,5
"977","1","11","c","elre",60,25,NA,NA,NA,NA,2023-05-16,5
"978","1","11","c","elre",60,20,NA,NA,NA,NA,2023-05-16,5
"979","1","11","c","elre",60,18,NA,NA,NA,NA,2023-05-16,5
"980","1","11","c","trre",10,31,NA,NA,NA,NA,2023-05-16,5
"981","1","11","c","trre",10,28,NA,NA,NA,NA,2023-05-16,5
"982","1","11","c","trre",10,25,NA,NA,NA,NA,2023-05-16,5
"983","1","11","c","mear",8,36.5,NA,NA,NA,NA,2023-05-16,5
"984","1","11","c","mear",8,33,NA,NA,NA,NA,2023-05-16,5
"985","1","11","c","mear",8,25,NA,NA,NA,NA,2023-05-16,5
"986","1","11","c","brho",6,66,NA,NA,NA,NA,2023-05-16,5
"987","1","11","c","brho",6,59.5,NA,NA,NA,NA,2023-05-16,5
"988","1","11","c","brho",6,57.5,NA,NA,NA,NA,2023-05-16,5
"989","1","11","c","brho",6,51.5,NA,NA,NA,NA,2023-05-16,5
"990","1","11","c","rabu",5,43,NA,NA,NA,NA,2023-05-16,5
"991","1","11","c","rabu",5,34,NA,NA,NA,NA,2023-05-16,5
"992","1","11","c","bepe",4,24,NA,NA,NA,NA,2023-05-16,5
"993","1","11","c","bepe",4,20.5,NA,NA,NA,NA,2023-05-16,5
"994","1","11","c","bepe",4,13,NA,NA,NA,NA,2023-05-16,5
"995","1","11","c","vear",3,19,NA,NA,NA,NA,2023-05-16,5
"996","1","11","c","vear",3,19,NA,NA,NA,NA,2023-05-16,5
"997","1","11","c","vear",3,15,NA,NA,NA,NA,2023-05-16,5
"998","1","11","c","gedi",2,20,NA,NA,NA,NA,2023-05-16,5
"999","1","11","c","plla",2,23.5,NA,NA,NA,NA,2023-05-16,5
"1000","1","11","c","shar",2,29,NA,NA,NA,NA,2023-05-16,5
"1001","1","11","c","shar",2,23,NA,NA,NA,NA,2023-05-16,5
"1002","1","11","c","shar",2,22,NA,NA,NA,NA,2023-05-16,5
"1003","1","11","c","cegl",1,16,NA,NA,NA,NA,2023-05-16,5
"1004","1","11","c","cegl",1,15,NA,NA,NA,NA,2023-05-16,5
"1005","1","11","c","poan",1,75,NA,NA,NA,NA,2023-05-16,5
"1006","1","11","c","poan",1,44,NA,NA,NA,NA,2023-05-16,5
"1007","1","11","c","trdu",1,23.5,NA,NA,NA,NA,2023-05-16,5
"1008","1","14","c","brho",12,95,NA,NA,NA,NA,2023-05-16,5
"1009","1","14","c","brho",12,75,NA,NA,NA,NA,2023-05-16,5
"1010","1","14","c","brho",12,73,NA,NA,NA,NA,2023-05-16,5
"1011","1","14","c","brho",12,68,NA,NA,NA,NA,2023-05-16,5
"1012","1","14","c","brho",12,65,NA,NA,NA,NA,2023-05-16,5
"1013","1","14","c","brho",12,60,NA,NA,NA,NA,2023-05-16,5
"1014","1","14","c","brho",12,55,NA,NA,NA,NA,2023-05-16,5
"1015","1","14","c","brho",12,51,NA,NA,NA,NA,2023-05-16,5
"1016","1","14","c","brho",12,45,NA,NA,NA,NA,2023-05-16,5
"1017","1","14","c","rapa",9,30,NA,NA,NA,NA,2023-05-16,5
"1018","1","14","c","rapa",9,27.5,NA,NA,NA,NA,2023-05-16,5
"1019","1","14","c","rapa",9,27,NA,NA,NA,NA,2023-05-16,5
"1020","1","14","c","rapa",9,25,NA,NA,NA,NA,2023-05-16,5
"1021","1","14","c","rapa",9,24,NA,NA,NA,NA,2023-05-16,5
"1022","1","14","c","coar",6,30,NA,NA,NA,NA,2023-05-16,5
"1023","1","14","c","coar",6,23.5,NA,NA,NA,NA,2023-05-16,5
"1024","1","14","c","coar",6,23,NA,NA,NA,NA,2023-05-16,5
"1025","1","14","c","plla",6,79.5,NA,NA,NA,NA,2023-05-16,5
"1026","1","14","c","plla",6,71,NA,NA,NA,NA,2023-05-16,5
"1027","1","14","c","plla",6,36.5,NA,NA,NA,NA,2023-05-16,5
"1028","1","14","c","poan",6,78,NA,NA,NA,NA,2023-05-16,5
"1029","1","14","c","poan",6,70,NA,NA,NA,NA,2023-05-16,5
"1030","1","14","c","poan",6,69,NA,NA,NA,NA,2023-05-16,5
"1031","1","14","c","poan",6,62,NA,NA,NA,NA,2023-05-16,5
"1032","1","14","c","poan",6,50,NA,NA,NA,NA,2023-05-16,5
"1033","1","14","c","tono",6,39,NA,NA,NA,NA,2023-05-16,5
"1034","1","14","c","tono",6,29,NA,NA,NA,NA,2023-05-16,5
"1035","1","14","c","tono",6,17,NA,NA,NA,NA,2023-05-16,5
"1036","1","14","c","visa",6,54,NA,NA,NA,NA,2023-05-16,5
"1037","1","14","c","visa",6,44.5,NA,NA,NA,NA,2023-05-16,5
"1038","1","14","c","visa",6,38.5,NA,NA,NA,NA,2023-05-16,5
"1039","1","14","c","mear",5,35,NA,NA,NA,NA,2023-05-16,5
"1040","1","14","c","mear",5,30,NA,NA,NA,NA,2023-05-16,5
"1041","1","14","c","mear",5,28,NA,NA,NA,NA,2023-05-16,5
"1042","1","14","c","rabu",5,39,NA,NA,NA,NA,2023-05-16,5
"1043","1","14","c","rabu",5,36,NA,NA,NA,NA,2023-05-16,5
"1044","1","14","c","rabu",5,31,NA,NA,NA,NA,2023-05-16,5
"1045","1","14","c","rabu",5,29,NA,NA,NA,NA,2023-05-16,5
"1046","1","14","c","shar",5,37,NA,NA,NA,NA,2023-05-16,5
"1047","1","14","c","shar",5,33,NA,NA,NA,NA,2023-05-16,5
"1048","1","14","c","shar",5,32,NA,NA,NA,NA,2023-05-16,5
"1049","1","14","c","shar",5,29,NA,NA,NA,NA,2023-05-16,5
"1050","1","14","c","brst",4,82,NA,NA,NA,NA,2023-05-16,5
"1051","1","14","c","brst",4,75,NA,NA,NA,NA,2023-05-16,5
"1052","1","14","c","brst",4,74,NA,NA,NA,NA,2023-05-16,5
"1053","1","14","c","dagl",4,68,NA,NA,NA,NA,2023-05-16,5
"1054","1","14","c","dagl",4,66.5,NA,NA,NA,NA,2023-05-16,5
"1055","1","14","c","dagl",4,51,NA,NA,NA,NA,2023-05-16,5
"1056","1","14","c","trre",4,22,NA,NA,NA,NA,2023-05-16,5
"1057","1","14","c","trre",4,18,NA,NA,NA,NA,2023-05-16,5
"1058","1","14","c","trre",4,16,NA,NA,NA,NA,2023-05-16,5
"1059","1","14","c","gedi",3,30,NA,NA,NA,NA,2023-05-16,5
"1060","1","14","c","gedi",3,29,NA,NA,NA,NA,2023-05-16,5
"1061","1","14","c","gedi",3,28,NA,NA,NA,NA,2023-05-16,5
"1062","1","14","c","valo",3,17,NA,NA,NA,NA,2023-05-16,5
"1063","1","14","c","valo",3,11,NA,NA,NA,NA,2023-05-16,5
"1064","1","14","c","vepe",3,34,NA,NA,NA,NA,2023-05-16,5
"1065","1","14","c","vepe",3,18,NA,NA,NA,NA,2023-05-16,5
"1066","1","14","c","avst",2,96,NA,NA,NA,NA,2023-05-16,5
"1067","1","14","c","avst",2,70.5,NA,NA,NA,NA,2023-05-16,5
"1068","1","14","c","avst",2,64,NA,NA,NA,NA,2023-05-16,5
"1069","1","14","c","avst",2,53.5,NA,NA,NA,NA,2023-05-16,5
"1070","1","14","c","bepe",2,44.5,NA,NA,NA,NA,2023-05-16,5
"1071","1","14","c","bepe",2,27,NA,NA,NA,NA,2023-05-16,5
"1072","1","14","c","bepe",2,25,NA,NA,NA,NA,2023-05-16,5
"1073","1","14","c","bepe",2,23,NA,NA,NA,NA,2023-05-16,5
"1074","1","14","c","cyec",2,36,NA,NA,NA,NA,2023-05-16,5
"1075","1","14","c","cyec",2,32.5,NA,NA,NA,NA,2023-05-16,5
"1076","1","14","c","libi",2,77,NA,NA,NA,NA,2023-05-16,5
"1077","1","14","c","libi",2,68,NA,NA,NA,NA,2023-05-16,5
"1078","1","14","c","libi",2,60.5,NA,NA,NA,NA,2023-05-16,5
"1079","1","14","c","trdu",2,29,NA,NA,NA,NA,2023-05-16,5
"1080","1","14","c","trdu",2,27,NA,NA,NA,NA,2023-05-16,5
"1081","1","14","c","cegl",1,29,NA,NA,NA,NA,2023-05-16,5
"1082","1","14","c","crca",1,18,NA,NA,NA,NA,2023-05-16,5
"1083","1","14","c","pobu",1,44,NA,NA,NA,NA,2023-05-16,5
"1084","1","14","c","pobu",1,41,NA,NA,NA,NA,2023-05-16,5
"1085","1","14","c","loco",0.5,32.5,NA,NA,NA,NA,2023-05-16,5
"1086","1","16","w","brst",55,135,NA,NA,NA,NA,2023-05-16,5
"1087","1","16","w","brst",55,129,NA,NA,NA,NA,2023-05-16,5
"1088","1","16","w","brst",55,126,NA,NA,NA,NA,2023-05-16,5
"1089","1","16","w","brst",55,121,NA,NA,NA,NA,2023-05-16,5
"1090","1","16","w","brst",55,119,NA,NA,NA,NA,2023-05-16,5
"1091","1","16","w","brst",55,117,NA,NA,NA,NA,2023-05-16,5
"1092","1","16","w","brst",55,107,NA,NA,NA,NA,2023-05-16,5
"1093","1","16","w","brst",55,105,NA,NA,NA,NA,2023-05-16,5
"1094","1","16","w","brst",55,98,NA,NA,NA,NA,2023-05-16,5
"1095","1","16","w","brst",55,96,NA,NA,NA,NA,2023-05-16,5
"1096","1","16","w","brst",55,93,NA,NA,NA,NA,2023-05-16,5
"1097","1","16","w","brst",55,77,NA,NA,NA,NA,2023-05-16,5
"1098","1","16","w","brst",55,69,NA,NA,NA,NA,2023-05-16,5
"1099","1","16","w","avst",35,126.5,NA,NA,NA,NA,2023-05-16,5
"1100","1","16","w","avst",35,126,NA,NA,NA,NA,2023-05-16,5
"1101","1","16","w","avst",35,122,NA,NA,NA,NA,2023-05-16,5
"1102","1","16","w","avst",35,121,NA,NA,NA,NA,2023-05-16,5
"1103","1","16","w","avst",35,107.5,NA,NA,NA,NA,2023-05-16,5
"1104","1","16","w","avst",35,107,NA,NA,NA,NA,2023-05-16,5
"1105","1","16","w","avst",35,107,NA,NA,NA,NA,2023-05-16,5
"1106","1","16","w","avst",35,106.5,NA,NA,NA,NA,2023-05-16,5
"1107","1","16","w","avst",35,99,NA,NA,NA,NA,2023-05-16,5
"1108","1","16","w","avst",35,97,NA,NA,NA,NA,2023-05-16,5
"1109","1","16","w","coar",4,62,NA,NA,NA,NA,2023-05-16,5
"1110","1","16","w","coar",4,60,NA,NA,NA,NA,2023-05-16,5
"1111","1","16","w","coar",4,47,NA,NA,NA,NA,2023-05-16,5
"1112","1","16","w","homu",3,79.5,NA,NA,NA,NA,2023-05-16,5
"1113","1","16","w","homu",3,67,NA,NA,NA,NA,2023-05-16,5
"1114","1","16","w","homu",3,54,NA,NA,NA,NA,2023-05-16,5
"1115","1","16","w","brho",2,70.5,NA,NA,NA,NA,2023-05-16,5
"1116","1","16","w","brho",2,61.5,NA,NA,NA,NA,2023-05-16,5
"1117","1","16","w","brho",2,59,NA,NA,NA,NA,2023-05-16,5
"1118","1","16","w","dagl",2,75,NA,NA,NA,NA,2023-05-16,5
"1119","1","16","w","mear",2,43,NA,NA,NA,NA,2023-05-16,5
"1120","1","16","w","tono",2,27.5,NA,NA,NA,NA,2023-05-16,5
"1121","1","16","w","tono",2,19.5,NA,NA,NA,NA,2023-05-16,5
"1122","1","16","w","gemo",1,37,NA,NA,NA,NA,2023-05-16,5
"1123","1","16","w","gemo",1,23,NA,NA,NA,NA,2023-05-16,5
"1124","1","16","w","libi",1,48,NA,NA,NA,NA,2023-05-16,5
"1125","1","16","w","shar",1,31,NA,NA,NA,NA,2023-05-16,5
"1126","1","16","w","shar",1,28,NA,NA,NA,NA,2023-05-16,5
"1127","1","16","w","visa",1,48,NA,NA,NA,NA,2023-05-16,5
"1128","1","16","w","visa",1,48,NA,NA,NA,NA,2023-05-16,5
"1129","1","2","c","brst",30,100,NA,NA,NA,NA,2023-05-16,5
"1130","1","2","c","brst",30,95,NA,NA,NA,NA,2023-05-16,5
"1131","1","2","c","brst",30,90,NA,NA,NA,NA,2023-05-16,5
"1132","1","2","c","brst",30,88,NA,NA,NA,NA,2023-05-16,5
"1133","1","2","c","brst",30,87,NA,NA,NA,NA,2023-05-16,5
"1134","1","2","c","brst",30,86,NA,NA,NA,NA,2023-05-16,5
"1135","1","2","c","brst",30,86,NA,NA,NA,NA,2023-05-16,5
"1136","1","2","c","brst",30,86,NA,NA,NA,NA,2023-05-16,5
"1137","1","2","c","brst",30,85,NA,NA,NA,NA,2023-05-16,5
"1138","1","2","c","brst",30,82,NA,NA,NA,NA,2023-05-16,5
"1139","1","2","c","brst",30,81,NA,NA,NA,NA,2023-05-16,5
"1140","1","2","c","brst",30,81,NA,NA,NA,NA,2023-05-16,5
"1141","1","2","c","brst",30,77,NA,NA,NA,NA,2023-05-16,5
"1142","1","2","c","brst",30,77,NA,NA,NA,NA,2023-05-16,5
"1143","1","2","c","brst",30,77,NA,NA,NA,NA,2023-05-16,5
"1144","1","2","c","brst",30,73,NA,NA,NA,NA,2023-05-16,5
"1145","1","2","c","brst",30,71,NA,NA,NA,NA,2023-05-16,5
"1146","1","2","c","brst",30,66,NA,NA,NA,NA,2023-05-16,5
"1147","1","2","c","brst",30,62,NA,NA,NA,NA,2023-05-16,5
"1148","1","2","c","brst",30,59,NA,NA,NA,NA,2023-05-16,5
"1149","1","2","c","brst",30,56,NA,NA,NA,NA,2023-05-16,5
"1150","1","2","c","brst",30,55,NA,NA,NA,NA,2023-05-16,5
"1151","1","2","c","brst",30,52,NA,NA,NA,NA,2023-05-16,5
"1152","1","2","c","brho",20,95,NA,NA,NA,NA,2023-05-16,5
"1153","1","2","c","brho",20,88,NA,NA,NA,NA,2023-05-16,5
"1154","1","2","c","brho",20,86,NA,NA,NA,NA,2023-05-16,5
"1155","1","2","c","brho",20,86,NA,NA,NA,NA,2023-05-16,5
"1156","1","2","c","brho",20,77,NA,NA,NA,NA,2023-05-16,5
"1157","1","2","c","brho",20,73,NA,NA,NA,NA,2023-05-16,5
"1158","1","2","c","brho",20,71,NA,NA,NA,NA,2023-05-16,5
"1159","1","2","c","brho",20,66,NA,NA,NA,NA,2023-05-16,5
"1160","1","2","c","brho",20,59,NA,NA,NA,NA,2023-05-16,5
"1161","1","2","c","brho",20,55,NA,NA,NA,NA,2023-05-16,5
"1162","1","2","c","mepo",8,48,NA,NA,NA,NA,2023-05-16,5
"1163","1","2","c","mepo",8,45,NA,NA,NA,NA,2023-05-16,5
"1164","1","2","c","mepo",8,37.5,NA,NA,NA,NA,2023-05-16,5
"1165","1","2","c","mepo",8,34,NA,NA,NA,NA,2023-05-16,5
"1166","1","2","c","rapa",6,27,NA,NA,NA,NA,2023-05-16,5
"1167","1","2","c","rapa",6,27,NA,NA,NA,NA,2023-05-16,5
"1168","1","2","c","rapa",6,23,NA,NA,NA,NA,2023-05-16,5
"1169","1","2","c","rapa",6,14,NA,NA,NA,NA,2023-05-16,5
"1170","1","2","c","shar",5,32,NA,NA,NA,NA,2023-05-16,5
"1171","1","2","c","shar",5,28,NA,NA,NA,NA,2023-05-16,5
"1172","1","2","c","shar",5,27,NA,NA,NA,NA,2023-05-16,5
"1173","1","2","c","tono",5,51,NA,NA,NA,NA,2023-05-16,5
"1174","1","2","c","tono",5,47.5,NA,NA,NA,NA,2023-05-16,5
"1175","1","2","c","tono",5,43,NA,NA,NA,NA,2023-05-16,5
"1176","1","2","c","tono",5,34,NA,NA,NA,NA,2023-05-16,5
"1177","1","2","c","tono",5,19,NA,NA,NA,NA,2023-05-16,5
"1178","1","2","c","tono",5,15,NA,NA,NA,NA,2023-05-16,5
"1179","1","2","c","trre",5,22,NA,NA,NA,NA,2023-05-16,5
"1180","1","2","c","trre",5,21,NA,NA,NA,NA,2023-05-16,5
"1181","1","2","c","cegl",3,23,NA,NA,NA,NA,2023-05-16,5
"1182","1","2","c","rabu",3,39,NA,NA,NA,NA,2023-05-16,5
"1183","1","2","c","trfr",3,27.5,NA,NA,NA,NA,2023-05-16,5
"1184","1","2","c","trfr",3,25,NA,NA,NA,NA,2023-05-16,5
"1185","1","2","c","trfr",3,14.5,NA,NA,NA,NA,2023-05-16,5
"1186","1","2","c","trdu",2,34,NA,NA,NA,NA,2023-05-16,5
"1187","1","2","c","trdu",2,19,NA,NA,NA,NA,2023-05-16,5
"1188","1","2","c","trdu",2,16.5,NA,NA,NA,NA,2023-05-16,5
"1189","1","2","c","visa",2,58,NA,NA,NA,NA,2023-05-16,5
"1190","1","2","c","visa",2,36,NA,NA,NA,NA,2023-05-16,5
"1191","1","2","c","visa",2,35,NA,NA,NA,NA,2023-05-16,5
"1192","1","2","c","gedi",1,17,NA,NA,NA,NA,2023-05-16,5
"1193","1","2","c","gedi",1,13.5,NA,NA,NA,NA,2023-05-16,5
"1194","1","2","c","plla",1,50.54,NA,NA,NA,NA,2023-05-16,5
"1195","1","2","c","plla",1,29,NA,NA,NA,NA,2023-05-16,5
"1196","1","2","c","tono",1,51,NA,NA,NA,NA,2023-05-16,5
"1197","1","2","c","tono",1,47.5,NA,NA,NA,NA,2023-05-16,5
"1198","1","2","c","tono",1,43,NA,NA,NA,NA,2023-05-16,5
"1199","1","2","c","tono",1,34,NA,NA,NA,NA,2023-05-16,5
"1200","1","2","c","tono",1,19,NA,NA,NA,NA,2023-05-16,5
"1201","1","2","c","tono",1,15,NA,NA,NA,NA,2023-05-16,5
"1202","1","2","c","apar",0.5,16,NA,NA,NA,NA,2023-05-16,5
"1203","1","2","c","apar",0.5,6,NA,NA,NA,NA,2023-05-16,5
"1204","1","2","c","gafr",0.5,51,NA,NA,NA,NA,2023-05-16,5
"1205","1","2","c","gafr",0.5,36,NA,NA,NA,NA,2023-05-16,5
"1206","1","2","c","gemo",0.5,24,NA,NA,NA,NA,2023-05-16,5
"1207","1","2","c","gemo",0.5,21.5,NA,NA,NA,NA,2023-05-16,5
"1208","1","2","c","poan",0.2,41,NA,NA,NA,NA,2023-05-16,5
"1209","1","7","c","fear",60,49,NA,NA,NA,NA,2023-05-16,5
"1210","1","7","c","fear",60,48,NA,NA,NA,NA,2023-05-16,5
"1211","1","7","c","fear",60,47,NA,NA,NA,NA,2023-05-16,5
"1212","1","7","c","fear",60,45,NA,NA,NA,NA,2023-05-16,5
"1213","1","7","c","fear",60,44,NA,NA,NA,NA,2023-05-16,5
"1214","1","7","c","fear",60,42,NA,NA,NA,NA,2023-05-16,5
"1215","1","7","c","fear",60,40,NA,NA,NA,NA,2023-05-16,5
"1216","1","7","c","fear",60,37,NA,NA,NA,NA,2023-05-16,5
"1217","1","7","c","fear",60,36,NA,NA,NA,NA,2023-05-16,5
"1218","1","7","c","poan",15,71.5,NA,NA,NA,NA,2023-05-16,5
"1219","1","7","c","poan",15,68,NA,NA,NA,NA,2023-05-16,5
"1220","1","7","c","poan",15,65,NA,NA,NA,NA,2023-05-16,5
"1221","1","7","c","poan",15,58,NA,NA,NA,NA,2023-05-16,5
"1222","1","7","c","poan",15,57,NA,NA,NA,NA,2023-05-16,5
"1223","1","7","c","poan",15,53,NA,NA,NA,NA,2023-05-16,5
"1224","1","7","c","poan",15,47,NA,NA,NA,NA,2023-05-16,5
"1225","1","7","c","pore",9,59,NA,NA,NA,NA,2023-05-16,5
"1226","1","7","c","pore",9,56,NA,NA,NA,NA,2023-05-16,5
"1227","1","7","c","pore",9,15,NA,NA,NA,NA,2023-05-16,5
"1228","1","7","c","pore",9,12,NA,NA,NA,NA,2023-05-16,5
"1229","1","7","c","mepo",8,38,NA,NA,NA,NA,2023-05-16,5
"1230","1","7","c","mepo",8,35,NA,NA,NA,NA,2023-05-16,5
"1231","1","7","c","mepo",8,31,NA,NA,NA,NA,2023-05-16,5
"1232","1","7","c","mepo",8,24,NA,NA,NA,NA,2023-05-16,5
"1233","1","7","c","coar",7,28.5,NA,NA,NA,NA,2023-05-16,5
"1234","1","7","c","coar",7,27.5,NA,NA,NA,NA,2023-05-16,5
"1235","1","7","c","coar",7,24,NA,NA,NA,NA,2023-05-16,5
"1236","1","7","c","rabu",7,43,NA,NA,NA,NA,2023-05-16,5
"1237","1","7","c","rabu",7,40,NA,NA,NA,NA,2023-05-16,5
"1238","1","7","c","rabu",7,36,NA,NA,NA,NA,2023-05-16,5
"1239","1","7","c","rabu",7,34,NA,NA,NA,NA,2023-05-16,5
"1240","1","7","c","rabu",7,28,NA,NA,NA,NA,2023-05-16,5
"1241","1","7","c","tono",6,27,NA,NA,NA,NA,2023-05-16,5
"1242","1","7","c","tono",6,25,NA,NA,NA,NA,2023-05-16,5
"1243","1","7","c","tono",6,19,NA,NA,NA,NA,2023-05-16,5
"1244","1","7","c","visa",4,40.5,NA,NA,NA,NA,2023-05-16,5
"1245","1","7","c","visa",4,34,NA,NA,NA,NA,2023-05-16,5
"1246","1","7","c","visa",4,31.5,NA,NA,NA,NA,2023-05-16,5
"1247","1","7","c","visa",4,30,NA,NA,NA,NA,2023-05-16,5
"1248","1","7","c","visa",4,29,NA,NA,NA,NA,2023-05-16,5
"1249","1","7","c","plla",3,53.5,NA,NA,NA,NA,2023-05-16,5
"1250","1","7","c","mear",2,23,NA,NA,NA,NA,2023-05-16,5
"1251","1","7","c","mear",2,18,NA,NA,NA,NA,2023-05-16,5
"1252","1","7","c","shar",2,30,NA,NA,NA,NA,2023-05-16,5
"1253","1","7","c","shar",2,27,NA,NA,NA,NA,2023-05-16,5
"1254","1","7","c","shar",2,23,NA,NA,NA,NA,2023-05-16,5
"1255","1","7","c","anpy",1,28.5,NA,NA,NA,NA,2023-05-16,5
"1256","1","7","c","gedi",1,23,NA,NA,NA,NA,2023-05-16,5
"1257","1","7","c","opap",1,23,NA,NA,NA,NA,2023-05-16,5
"1258","1","7","c","rapa",1,26,NA,NA,NA,NA,2023-05-16,5
"1259","1","7","c","rapa",1,20,NA,NA,NA,NA,2023-05-16,5
"1260","1","7","c","rapa",1,18,NA,NA,NA,NA,2023-05-16,5
"1261","1","8","w","elre",30,59,NA,NA,NA,NA,2023-05-16,5
"1262","1","8","w","elre",30,57,NA,NA,NA,NA,2023-05-16,5
"1263","1","8","w","elre",30,56.5,NA,NA,NA,NA,2023-05-16,5
"1264","1","8","w","elre",30,55,NA,NA,NA,NA,2023-05-16,5
"1265","1","8","w","elre",30,54,NA,NA,NA,NA,2023-05-16,5
"1266","1","8","w","elre",30,54,NA,NA,NA,NA,2023-05-16,5
"1267","1","8","w","elre",30,54,NA,NA,NA,NA,2023-05-16,5
"1268","1","8","w","elre",30,53.5,NA,NA,NA,NA,2023-05-16,5
"1269","1","8","w","elre",30,45.5,NA,NA,NA,NA,2023-05-16,5
"1270","1","8","w","elre",30,45,NA,NA,NA,NA,2023-05-16,5
"1271","1","8","w","elre",30,43.5,NA,NA,NA,NA,2023-05-16,5
"1272","1","8","w","elre",30,42.5,NA,NA,NA,NA,2023-05-16,5
"1273","1","8","w","elre",30,41,NA,NA,NA,NA,2023-05-16,5
"1274","1","8","w","elre",30,40,NA,NA,NA,NA,2023-05-16,5
"1275","1","8","w","elre",30,33.5,NA,NA,NA,NA,2023-05-16,5
"1276","1","8","w","gedi",25,58.5,NA,NA,NA,NA,2023-05-16,5
"1277","1","8","w","gedi",25,58.5,NA,NA,NA,NA,2023-05-16,5
"1278","1","8","w","gedi",25,57,NA,NA,NA,NA,2023-05-16,5
"1279","1","8","w","gedi",25,52,NA,NA,NA,NA,2023-05-16,5
"1280","1","8","w","gedi",25,48,NA,NA,NA,NA,2023-05-16,5
"1281","1","8","w","gedi",25,45,NA,NA,NA,NA,2023-05-16,5
"1282","1","8","w","gedi",25,33,NA,NA,NA,NA,2023-05-16,5
"1283","1","8","w","rapa",25,60,NA,NA,NA,NA,2023-05-16,5
"1284","1","8","w","rapa",25,52,NA,NA,NA,NA,2023-05-16,5
"1285","1","8","w","rapa",25,49,NA,NA,NA,NA,2023-05-16,5
"1286","1","8","w","rapa",25,45,NA,NA,NA,NA,2023-05-16,5
"1287","1","8","w","rapa",25,42,NA,NA,NA,NA,2023-05-16,5
"1288","1","8","w","rapa",25,41,NA,NA,NA,NA,2023-05-16,5
"1289","1","8","w","rapa",25,38,NA,NA,NA,NA,2023-05-16,5
"1290","1","8","w","rapa",25,37,NA,NA,NA,NA,2023-05-16,5
"1291","1","8","w","rapa",25,36,NA,NA,NA,NA,2023-05-16,5
"1292","1","8","w","rapa",25,32,NA,NA,NA,NA,2023-05-16,5
"1293","1","8","w","pore",4,44,NA,NA,NA,NA,2023-05-16,5
"1294","1","8","w","pore",4,32,NA,NA,NA,NA,2023-05-16,5
"1295","1","8","w","pore",4,28.5,NA,NA,NA,NA,2023-05-16,5
"1296","1","8","w","coar",3,30,NA,NA,NA,NA,2023-05-16,5
"1297","1","8","w","tono",3,51,NA,NA,NA,NA,2023-05-16,5
"1298","1","8","w","tono",3,27.5,NA,NA,NA,NA,2023-05-16,5
"1299","1","8","w","mear",2,48.5,NA,NA,NA,NA,2023-05-16,5
"1300","1","8","w","poan",2,80,NA,NA,NA,NA,2023-05-16,5
"1301","1","8","w","poan",2,69,NA,NA,NA,NA,2023-05-16,5
"1302","1","8","w","apar",1,26,NA,NA,NA,NA,2023-05-16,5
"1303","1","8","w","brho",1,59,NA,NA,NA,NA,2023-05-16,5
"1304","1","8","w","fear",1,53,NA,NA,NA,NA,2023-05-16,5
"1305","1","8","w","fear",1,37,NA,NA,NA,NA,2023-05-16,5
"1306","1","8","w","trre",1,36,NA,NA,NA,NA,2023-05-16,5
"1307","1","9","w","elre",50,68,NA,NA,NA,NA,2023-05-16,5
"1308","1","9","w","elre",50,63,NA,NA,NA,NA,2023-05-16,5
"1309","1","9","w","elre",50,61,NA,NA,NA,NA,2023-05-16,5
"1310","1","9","w","elre",50,60,NA,NA,NA,NA,2023-05-16,5
"1311","1","9","w","elre",50,59,NA,NA,NA,NA,2023-05-16,5
"1312","1","9","w","elre",50,58,NA,NA,NA,NA,2023-05-16,5
"1313","1","9","w","elre",50,58,NA,NA,NA,NA,2023-05-16,5
"1314","1","9","w","elre",50,57.5,NA,NA,NA,NA,2023-05-16,5
