"","year","date","block","plot","treatment","moose.cage","trap.type","trap.num","genus","species","code","abundance"
"262",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","15","Aphaenogaster","picea","aphpic",5
"263",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","15","Camponotus","pennsylvanicus","campen",1
"264",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","15","Formica","subsericea","forsub3",1
"265",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","16","Aphaenogaster","picea","aphpic",1
"266",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","16","Formica","subsericea","forsub3",3
"267",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Aphaenogaster","picea","aphpic",8
"268",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Camponotus","novaeboracensis","camnov",1
"269",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Camponotus","pennsylvanicus","campen",1
"270",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Crematogaster","lineolata","crelin",1
"271",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Formica","subsericea","forsub3",8
"272",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Lasius","americanus","lasame",1
"273",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Myrmica","AF-smi","myrsmi",6
"274",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","18","Camponotus","novaeboracensis","camnov",1
"275",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","18","Camponotus","pennsylvanicus","campen",1
"276",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","18","Formica","subsericea","forsub3",4
"277",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","19","Aphaenogaster","picea","aphpic",3
"278",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","19","Formica","subsericea","forsub3",1
"279",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","2","Aphaenogaster","fulva","aphful",4
"280",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","2","Aphaenogaster","picea","aphpic",4
"281",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","2","Camponotus","pennsylvanicus","campen",1
"282",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","2","Formica","subsericea","forsub3",6
"283",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","20","Aphaenogaster","picea","aphpic",6
"284",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","20","Temnothorax","longispinosus","temlon",1
"285",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","21","Camponotus","novaeboracensis","camnov",1
"286",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","21","Formica","incerta","forinc",1
"287",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","21","Formica","subsericea","forsub3",6
"288",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","21","Myrmica","AF-scu","myrscu",1
"289",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","22","Aphaenogaster","picea","aphpic",1
"290",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","22","Camponotus","pennsylvanicus","campen",2
"291",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","22","Formica","subsericea","forsub3",2
"292",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","22","Myrmica","AF-smi","myrsmi",4
"293",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","23","Aphaenogaster","picea","aphpic",5
"294",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","23","Camponotus","pennsylvanicus","campen",1
"295",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","24","Aphaenogaster","picea","aphpic",4
"296",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","24","Camponotus","pennsylvanicus","campen",4
"297",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","24","Formica","subsericea","forsub3",2
"298",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","24","Myrmica","punctiventris","myrpun",1
"299",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","25","Aphaenogaster","picea","aphpic",2
"300",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","25","Camponotus","pennsylvanicus","campen",2
"301",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","25","Formica","subsericea","forsub3",1
"302",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","25","Temnothorax","longispinosus","temlon",1
"303",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","3","Formica","subsericea","forsub3",2
"304",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","3","Tapinoma","sessile","tapses",1
"305",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","3","Temnothorax","longispinosus","temlon",1
"306",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","4","Aphaenogaster","picea","aphpic",6
"307",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","4","Camponotus","novaeboracensis","camnov",1
"308",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","5","Aphaenogaster","fulva","aphful",3
"309",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","5","Camponotus","pennsylvanicus","campen",2
"310",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","5","Formica","subsericea","forsub3",1
"311",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","6","Aphaenogaster","picea","aphpic",2
"312",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","7","Aphaenogaster","picea","aphpic",2
"313",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","8","Aphaenogaster","fulva","aphful",1
"314",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","8","Camponotus","pennsylvanicus","campen",2
"315",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","8","Formica","subsericea","forsub3",12
"316",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","9","Aphaenogaster","picea","aphpic",2
"317",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","9","Camponotus","novaeboracensis","camnov",1
"318",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","9","Camponotus","pennsylvanicus","campen",2
"319",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","9","Formica","subsericea","forsub3",1
"320",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","1","Aphaenogaster","picea","aphpic",3
"321",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","1","Camponotus","pennsylvanicus","campen",3
"322",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","1","Temnothorax","longispinosus","temlon",3
"323",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","10","Aphaenogaster","fulva","aphful",3
"324",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","10","Aphaenogaster","picea","aphpic",3
"325",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","10","Formica","neogagates","forneo1",1
"326",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","10","Formica","subsericea","forsub3",1
"327",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","11","Aphaenogaster","picea","aphpic",2
"328",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","11","Camponotus","pennsylvanicus","campen",1
"329",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","11","Formica","subsericea","forsub3",1
"330",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","12","Aphaenogaster","fulva","aphful",1
"331",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","12","Camponotus","pennsylvanicus","campen",3
"332",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","12","Formica","subintegra","forsub2",1
"333",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","13","Aphaenogaster","fulva","aphful",3
"334",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","13","Aphaenogaster","picea","aphpic",3
"335",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","14","Aphaenogaster","fulva","aphful",6
"336",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","14","Aphaenogaster","picea","aphpic",6
"337",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","14","Formica","subsericea","forsub3",1
"338",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","15","Aphaenogaster","picea","aphpic",2
"339",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","15","Camponotus","pennsylvanicus","campen",1
"340",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","15","Formica","subsericea","forsub3",1
"341",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","16","Aphaenogaster","picea","aphpic",1
"342",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","17","Camponotus","pennsylvanicus","campen",10
"343",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","17","Formica","subsericea","forsub3",1
"344",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","18","Aphaenogaster","picea","aphpic",3
"345",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","19","Aphaenogaster","picea","aphpic",2
"346",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","19","Camponotus","pennsylvanicus","campen",6
"347",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","2","Aphaenogaster","fulva","aphful",1
"348",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","2","Camponotus","pennsylvanicus","campen",2
"349",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","20","Aphaenogaster","fulva","aphful",3
"350",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","20","Formica","subintegra","forsub2",2
"351",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","21","Aphaenogaster","picea","aphpic",1
"352",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","21","Camponotus","pennsylvanicus","campen",1
"353",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","22","Aphaenogaster","picea","aphpic",2
"354",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","22","Camponotus","pennsylvanicus","campen",2
"355",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","23","Aphaenogaster","fulva","aphful",2
"356",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","23","Aphaenogaster","picea","aphpic",2
"357",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","23","Camponotus","pennsylvanicus","campen",3
"358",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","24","Aphaenogaster","picea","aphpic",1
"359",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","25","Aphaenogaster","fulva","aphful",4
"360",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","25","Aphaenogaster","picea","aphpic",4
"361",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","25","Camponotus","novaeboracensis","camnov",1
"362",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","3","Aphaenogaster","picea","aphpic",2
"363",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","3","Camponotus","pennsylvanicus","campen",2
"364",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","3","Formica","subintegra","forsub2",1
"365",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","4","Aphaenogaster","fulva","aphful",3
"366",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","4","Formica","subsericea","forsub3",2
"367",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","5","Aphaenogaster","fulva","aphful",2
"368",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","5","Aphaenogaster","picea","aphpic",2
"369",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","5","Camponotus","novaeboracensis","camnov",3
"370",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","5","Camponotus","pennsylvanicus","campen",4
"371",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","5","Formica","subsericea","forsub3",4
"372",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","5","Lasius","americanus","lasame",1
"373",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","6","Aphaenogaster","picea","aphpic",1
"374",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","6","Camponotus","pennsylvanicus","campen",1
"375",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","7","Aphaenogaster","fulva","aphful",4
"376",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","7","Aphaenogaster","picea","aphpic",4
"377",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","7","Camponotus","pennsylvanicus","campen",1
"378",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","7","Formica","subsericea","forsub3",2
"379",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","8","Aphaenogaster","picea","aphpic",2
"380",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","8","Camponotus","pennsylvanicus","campen",1
"381",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","8","Formica","subintegra","forsub2",1
"382",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","8","Formica","subsericea","forsub3",1
"383",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","9","Aphaenogaster","fulva","aphful",5
"384",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","9","Aphaenogaster","picea","aphpic",5
"385",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","9","Formica","subintegra","forsub2",3
"386",2013,"2013-07-17","Ridge",4,"Logged","Interior","pitfall","9","Formica","subsericea","forsub3",2
"387",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","10","Camponotus","pennsylvanicus","campen",1
"388",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","11","Aphaenogaster","picea","aphpic",1
"389",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","12","Aphaenogaster","picea","aphpic",1
"390",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","12","Formica","incerta","forinc",1
"391",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","12","Formica","subsericea","forsub3",3
"392",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","13","Aphaenogaster","picea","aphpic",1
"393",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","14","Aphaenogaster","picea","aphpic",1
"394",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","14","Camponotus","pennsylvanicus","campen",1
"395",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","15","Aphaenogaster","picea","aphpic",1
"396",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","15","Camponotus","pennsylvanicus","campen",2
"397",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","15","Formica","subsericea","forsub3",1
"398",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","16","Formica","subsericea","forsub3",2
"399",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","16","Lasius","umbratus","lasumb",1
"400",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","17","Aphaenogaster","picea","aphpic",1
"401",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","18","Formica","subsericea","forsub3",2
"402",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","2","Camponotus","pennsylvanicus","campen",1
"403",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","20","Aphaenogaster","picea","aphpic",1
"404",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","20","Formica","subsericea","forsub3",1
"405",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","21","Camponotus","pennsylvanicus","campen",1
"406",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","23","Camponotus","pennsylvanicus","campen",1
"407",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","24","Camponotus","pennsylvanicus","campen",2
"408",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","25","Formica","subsericea","forsub3",1
"409",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","4","Camponotus","novaeboracensis","camnov",1
"410",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","4","Formica","subsericea","forsub3",1
"411",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","6","Aphaenogaster","picea","aphpic",2
"412",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","7","Camponotus","pennsylvanicus","campen",1
"413",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","8","Aphaenogaster","picea","aphpic",1
"414",2014,"2014-07-07","Ridge",4,"Logged","Exterior","pitfall","8","Camponotus","novaeboracensis","camnov",1
"415",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","10","Camponotus","novaeboracensis","camnov",1
"416",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","10","Camponotus","pennsylvanicus","campen",1
"417",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","10","Formica","subsericea","forsub3",1
"418",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","12","Camponotus","pennsylvanicus","campen",1
"419",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","13","Aphaenogaster","picea","aphpic",1
"420",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","15","Aphaenogaster","picea","aphpic",1
"421",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","15","Camponotus","novaeboracensis","camnov",1
"422",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","15","Lasius","americanus","lasame",1
"423",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","16","Camponotus","pennsylvanicus","campen",1
"424",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","18","Aphaenogaster","picea","aphpic",1
"425",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","18","Camponotus","pennsylvanicus","campen",2
"426",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","20","Aphaenogaster","picea","aphpic",1
"427",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","22","Aphaenogaster","picea","aphpic",1
"428",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","22","Camponotus","pennsylvanicus","campen",1
"429",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","22","Stenamma","impar","steimp",2
"430",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","24","Aphaenogaster","picea","aphpic",1
"431",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","3","Aphaenogaster","picea","aphpic",12
"432",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","3","Lasius","umbratus","lasumb",1
"433",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","5","Aphaenogaster","picea","aphpic",2
"434",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","5","Camponotus","pennsylvanicus","campen",1
"435",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","5","Formica","subsericea","forsub3",1
"436",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","6","Aphaenogaster","picea","aphpic",1
"437",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","6","Formica","subsericea","forsub3",1
"438",2014,"2014-07-07","Ridge",4,"Logged","Interior","pitfall","9","Aphaenogaster","picea","aphpic",3
"439",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","1","Aphaenogaster","fulva","aphful",1
"440",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","10","Aphaenogaster","fulva","aphful",2
"441",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","11","Aphaenogaster","picea","aphpic",4
"442",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","12","Aphaenogaster","picea","aphpic",3
"443",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","12","Camponotus","pennsylvanicus","campen",3
"444",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","13","Aphaenogaster","picea","aphpic",5
"445",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","14","Aphaenogaster","picea","aphpic",2
"446",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","15","Aphaenogaster","picea","aphpic",10
"447",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","16","Aphaenogaster","picea","aphpic",1
"448",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","16","Temnothorax","ambiguus","temamb",1
"449",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","17","Aphaenogaster","picea","aphpic",3
"450",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","17","Formica","subsericea","forsub3",1
"451",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","17","Temnothorax","longispinosus","temlon",1
"452",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","19","Aphaenogaster","picea","aphpic",2
"453",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","19","Camponotus","pennsylvanicus","campen",1
"454",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","19","Formica","subsericea","forsub3",2
"455",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","19","Lasius","subglaber","lassub1",5
"456",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","2","Aphaenogaster","fulva","aphful",2
"457",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","20","Camponotus","pennsylvanicus","campen",1
"458",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","20","Formica","subsericea","forsub3",2
"459",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","20","Myrmica","punctiventris","myrpun",1
"460",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","21","Myrmica","detritinodis","myrdet",1
"461",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","22","Aphaenogaster","picea","aphpic",5
"462",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","22","Camponotus","pennsylvanicus","campen",1
"463",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","22","Crematogaster","lineolata","crelin",1
"464",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","22","Myrmica","detritinodis","myrdet",1
"465",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","23","Aphaenogaster","picea","aphpic",5
"466",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","23","Formica","rubicunda","forrub",2
"467",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","23","Lasius","americanus","lasame",1
"468",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","23","Lasius","brevicornis","lasbre",1
"469",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","24","Aphaenogaster","picea","aphpic",8
"470",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","24","Formica","subsericea","forsub3",2
"471",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","24","Lasius","subglaber","lassub1",6
"472",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","25","Aphaenogaster","picea","aphpic",2
"473",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","25","Camponotus","pennsylvanicus","campen",1
"474",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","28","Aphaenogaster","picea","aphpic",10
"475",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","28","Camponotus","pennsylvanicus","campen",1
"476",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","3","Aphaenogaster","fulva","aphful",5
"477",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","4","Aphaenogaster","fulva","aphful",1
"478",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","5","Aphaenogaster","fulva","aphful",3
"479",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","5","Camponotus","novaeboracensis","camnov",1
"480",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","6","Aphaenogaster","fulva","aphful",1
"481",2015,"2015-06-29","Ridge",4,"Logged","Exterior","pitfall","9","Aphaenogaster","fulva","aphful",4
"482",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","10","Aphaenogaster","fulva","aphful",4
"483",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","10","Myrmecina","americana","myrame1",1
"484",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","11","Aphaenogaster","fulva","aphful",1
"485",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","11","Formica","subsericea","forsub3",1
"486",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","12","Aphaenogaster","fulva","aphful",2
"487",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","13","Aphaenogaster","picea","aphpic",18
"488",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","14","Aphaenogaster","picea","aphpic",3
"489",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","14","Lasius","umbratus","lasumb",1
"490",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","15","Aphaenogaster","picea","aphpic",3
"491",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","16","Aphaenogaster","picea","aphpic",1
"492",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","17","Camponotus","pennsylvanicus","campen",1
"493",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","19","Aphaenogaster","picea","aphpic",1
"494",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","2","Formica","subaenescens","forsub1",1
"495",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","20","Aphaenogaster","fulva","aphful",2
"496",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","20","Camponotus","pennsylvanicus","campen",1
"497",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","21","Aphaenogaster","fulva","aphful",3
"498",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","21","Camponotus","pennsylvanicus","campen",1
"499",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","23","Aphaenogaster","picea","aphpic",4
"500",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","24","Aphaenogaster","picea","aphpic",2
"501",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","24","Camponotus","pennsylvanicus","campen",1
"502",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","3","Aphaenogaster","fulva","aphful",2
"503",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","4","Aphaenogaster","fulva","aphful",3
"504",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","5","Formica","subaenescens","forsub1",2
"505",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","6","Aphaenogaster","fulva","aphful",4
"506",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","6","Camponotus","pennsylvanicus","campen",1
"507",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","7","Formica","subsericea","forsub3",3
"508",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","8","Aphaenogaster","fulva","aphful",1
"509",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","9","Aphaenogaster","fulva","aphful",6
"510",2015,"2015-06-29","Ridge",4,"Logged","Interior","pitfall","9","Formica","subsericea","forsub3",1
