"","sampling","treatment","date","month","code","species","family","genus_level","species_level","abundance","n_species","total_abundance"
"245","11","p",2023-11-13,"Nov","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",0.75,20,69.25
"246","11","p",2023-11-13,"Nov","bepe","Bellis perennis","Asteraceae","Bellis","perennis",1,20,69.25
"247","11","p",2023-11-13,"Nov","to","Torilis sp","Apieaceae","Torilis","sp",2.125,20,69.25
"248","11","p",2023-11-13,"Nov","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",3.25,20,69.25
"249","11","p",2023-11-13,"Nov","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",5.125,20,69.25
"250","11","p",2023-11-13,"Nov","mear","Medicago arabica","Fabaceae","Medicago","arabica",7.5,20,69.25
"251","11","p",2023-11-13,"Nov","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.5,20,69.25
"252","11","p",2023-11-13,"Nov","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",3,20,69.25
"253","11","p",2023-11-13,"Nov","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",6.25,20,69.25
"254","11","p",2023-11-13,"Nov","elre","Elymus repens","Poaceae","Elymus","repens",9.5,20,69.25
"255","11","p",2023-11-13,"Nov","visa","Vicia sativa","Fabaceae","Vicia","sativa",1.75,20,69.25
"256","11","p",2023-11-13,"Nov","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",7.5,20,69.25
"257","11","p",2023-11-13,"Nov","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",2,20,69.25
"258","11","p",2023-11-13,"Nov","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",5,20,69.25
"259","11","p",2023-11-13,"Nov","veof","Verbena officinalis","Verbenaceae","Verbena","officinalis",1,20,69.25
"260","11","p",2023-11-13,"Nov","vepe","Veronica persica","Plantaginaceae","Veronica","persica",4,20,69.25
"261","11","p",2023-11-13,"Nov","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",3.75,20,69.25
"262","11","w",2023-11-13,"Nov","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",2,15,62
"263","11","w",2023-11-13,"Nov","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",0.25,15,62
"264","11","w",2023-11-13,"Nov","rapa","Rannunculus parviflorus","Ranunculaceae","Rannunculus","parviflorus",0.125,15,62
"265","11","w",2023-11-13,"Nov","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",2,15,62
"266","11","w",2023-11-13,"Nov","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",1,15,62
"267","11","w",2023-11-13,"Nov","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",1.25,15,62
"268","11","w",2023-11-13,"Nov","to","Torilis sp","Apieaceae","Torilis","sp",2.875,15,62
"269","11","w",2023-11-13,"Nov","visa","Vicia sativa","Fabaceae","Vicia","sativa",1.75,15,62
"270","11","w",2023-11-13,"Nov","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",2.75,15,62
"271","11","w",2023-11-13,"Nov","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",4,15,62
"272","11","w",2023-11-13,"Nov","bepe","Bellis perennis","Asteraceae","Bellis","perennis",2.75,15,62
"273","11","w",2023-11-13,"Nov","elre","Elymus repens","Poaceae","Elymus","repens",28.75,15,62
"274","11","w",2023-11-13,"Nov","libi","Linum bienne","Linaceae","Linum","bienne",0.5,15,62
"275","11","w",2023-11-13,"Nov","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",1,15,62
"276","11","w",2023-11-13,"Nov","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",11,15,62
"277","11","wp",2023-11-13,"Nov","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",0.25,17,69.875
"278","11","wp",2023-11-13,"Nov","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",1.25,17,69.875
"279","11","wp",2023-11-13,"Nov","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",8.75,17,69.875
"280","11","wp",2023-11-13,"Nov","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",3,17,69.875
"281","11","wp",2023-11-13,"Nov","cabu","Capsella bursa-pastoris","Brasicaceae","Capsella","bursa-pastoris",1.25,17,69.875
"282","11","wp",2023-11-13,"Nov","to","Torilis sp","Apieaceae","Torilis","sp",2.375,17,69.875
"283","11","wp",2023-11-13,"Nov","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",0.5,17,69.875
"284","11","wp",2023-11-13,"Nov","rapa","Rannunculus parviflorus","Ranunculaceae","Rannunculus","parviflorus",5.25,17,69.875
"285","11","wp",2023-11-13,"Nov","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",3.75,17,69.875
"286","11","wp",2023-11-13,"Nov","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.5,17,69.875
"287","11","wp",2023-11-13,"Nov","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",1,17,69.875
"288","11","wp",2023-11-13,"Nov","elre","Elymus repens","Poaceae","Elymus","repens",17.5,17,69.875
"289","11","wp",2023-11-13,"Nov","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",1.75,17,69.875
"290","11","wp",2023-11-13,"Nov","vepe","Veronica persica","Plantaginaceae","Veronica","persica",16.5,17,69.875
"291","11","wp",2023-11-13,"Nov","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",2.25,17,69.875
"292","11","wp",2023-11-13,"Nov","mear","Medicago arabica","Fabaceae","Medicago","arabica",1.5,17,69.875
"293","11","wp",2023-11-13,"Nov","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2.5,17,69.875
"294","2","c",2023-06-14,"Jun","anpy","Anacamptis pyramidalis","Orchidaceae","Anacamptis","pyramidalis",0.25,32,109
"295","2","c",2023-06-14,"Jun","avst","Avena sterilis","Poaceae","Avena","sterilis",3.75,32,109
"296","2","c",2023-06-14,"Jun","mear","Medicago arabica","Fabaceae","Medicago","arabica",4.5,32,109
"297","2","c",2023-06-14,"Jun","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.75,32,109
"298","2","c",2023-06-14,"Jun","cyec","Cynosurus echinatus","Poaceae","Cynosurus","echinatus",1,32,109
"299","2","c",2023-06-14,"Jun","brho","Bromus hordeaceus","Poaceae","Bromus","hordeaceus",13.25,32,109
"300","2","c",2023-06-14,"Jun","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",1,32,109
"301","2","c",2023-06-14,"Jun","brst","Bromus sterillis","Poaceae","Bromus","sterillis",8.75,32,109
"302","2","c",2023-06-14,"Jun","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",4.25,32,109
"303","2","c",2023-06-14,"Jun","to","Torilis sp","Apieaceae","Torilis","sp",8.25,32,109
"304","2","c",2023-06-14,"Jun","poan","Poa annua","Poaceae","Poa","annua",7,32,109
"305","2","c",2023-06-14,"Jun","trdu","Trifolium dubium","Fabaceae","Trifolium","dubium",1,32,109
"306","2","c",2023-06-14,"Jun","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",3.5,32,109
"307","2","c",2023-06-14,"Jun","libi","Linum bienne","Linaceae","Linum","bienne",3,32,109
"308","2","c",2023-06-14,"Jun","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",1.25,32,109
"309","2","c",2023-06-14,"Jun","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",3.5,32,109
"310","2","c",2023-06-14,"Jun","crca","Crepis capillaris","Asteraceae","Crepis","capillaris",0.5,32,109
"311","2","c",2023-06-14,"Jun","vear","Veronica arvensis","Plantaginaceae","Veronica","arvensis",0.75,32,109
"312","2","c",2023-06-14,"Jun","gafr","Gaudinia fragilis","Poaceae","Gaudinia","fragilis",0.25,32,109
"313","2","c",2023-06-14,"Jun","visa","Vicia sativa","Fabaceae","Vicia","sativa",3.5,32,109
"314","2","c",2023-06-14,"Jun","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",3.5,32,109
"315","2","c",2023-06-14,"Jun","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",5,32,109
"316","2","c",2023-06-14,"Jun","gemo","Geranium molle","Geraniaceae","Geranium","molle",0.25,32,109
"317","2","c",2023-06-14,"Jun","elre","Elymus repens","Poaceae","Elymus","repens",14.5,32,109
"318","2","c",2023-06-14,"Jun","loco","Lotus corniculatus","Fabeaceae","Lotus","corniculatus",0.25,32,109
"319","2","c",2023-06-14,"Jun","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",4.75,32,109
"320","2","c",2023-06-14,"Jun","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",2,32,109
"321","2","c",2023-06-14,"Jun","rapa","Rannunculus parviflorus","Ranunculaceae","Rannunculus","parviflorus",4.25,32,109
"322","2","c",2023-06-14,"Jun","opap","Ophrys apifera","Orchidaceae","Ophrys","apifera",0.75,32,109
"323","2","c",2023-06-14,"Jun","trre","Trifolium repens","Fabaceae","Trifolium","repens",2.75,32,109
"324","2","c",2023-06-14,"Jun","rucr","Rumex crispus","Polygonaceae","Rumex","crispus",0.5,32,109
"325","2","c",2023-06-14,"Jun","homu","Hordeum murinum","Poaceae","Hordeum","murinum",0.5,32,109
"326","2","p",2023-06-14,"Jun","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",0.5,6,3.025
"327","2","p",2023-06-14,"Jun","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",0.375,6,3.025
"328","2","p",2023-06-14,"Jun","elre","Elymus repens","Poaceae","Elymus","repens",0.875,6,3.025
"329","2","p",2023-06-14,"Jun","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",0.125,6,3.025
"330","2","p",2023-06-14,"Jun","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",0.525,6,3.025
"331","2","p",2023-06-14,"Jun","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",0.625,6,3.025
"332","2","w",2023-06-14,"Jun","libi","Linum bienne","Linaceae","Linum","bienne",1,29,89.375
"333","2","w",2023-06-14,"Jun","brst","Bromus sterillis","Poaceae","Bromus","sterillis",10,29,89.375
"334","2","w",2023-06-14,"Jun","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.5,29,89.375
"335","2","w",2023-06-14,"Jun","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",0.75,29,89.375
"336","2","w",2023-06-14,"Jun","cegl","Cerastium glomeratum","Caryophyllaceae","Cerastium","glomeratum",0.125,29,89.375
"337","2","w",2023-06-14,"Jun","avst","Avena sterilis","Poaceae","Avena","sterilis",5.25,29,89.375
"338","2","w",2023-06-14,"Jun","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",2.25,29,89.375
"339","2","w",2023-06-14,"Jun","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",2.5,29,89.375
"340","2","w",2023-06-14,"Jun","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",2.5,29,89.375
"341","2","w",2023-06-14,"Jun","homu","Hordeum murinum","Poaceae","Hordeum","murinum",0.5,29,89.375
"342","2","w",2023-06-14,"Jun","hyra","Hypochaeris radicata","Asteraceae","Hypochaeris","radicata",0.5,29,89.375
"343","2","w",2023-06-14,"Jun","mear","Medicago arabica","Fabaceae","Medicago","arabica",2.5,29,89.375
"344","2","w",2023-06-14,"Jun","cyec","Cynosurus echinatus","Poaceae","Cynosurus","echinatus",1,29,89.375
"345","2","w",2023-06-14,"Jun","brho","Bromus hordeaceus","Poaceae","Bromus","hordeaceus",3.5,29,89.375
"346","2","w",2023-06-14,"Jun","trre","Trifolium repens","Fabaceae","Trifolium","repens",2.5,29,89.375
"347","2","w",2023-06-14,"Jun","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",8,29,89.375
"348","2","w",2023-06-14,"Jun","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",1.5,29,89.375
"349","2","w",2023-06-14,"Jun","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",1,29,89.375
"350","2","w",2023-06-14,"Jun","to","Torilis sp","Apieaceae","Torilis","sp",5.5,29,89.375
"351","2","w",2023-06-14,"Jun","poan","Poa annua","Poaceae","Poa","annua",4,29,89.375
"352","2","w",2023-06-14,"Jun","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",1.5,29,89.375
"353","2","w",2023-06-14,"Jun","visa","Vicia sativa","Fabaceae","Vicia","sativa",1.5,29,89.375
"354","2","w",2023-06-14,"Jun","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",9,29,89.375
"355","2","w",2023-06-14,"Jun","opap","Ophrys apifera","Orchidaceae","Ophrys","apifera",0.125,29,89.375
"356","2","w",2023-06-14,"Jun","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",1,29,89.375
"357","2","w",2023-06-14,"Jun","rapa","Rannunculus parviflorus","Ranunculaceae","Rannunculus","parviflorus",7,29,89.375
"358","2","w",2023-06-14,"Jun","vear","Veronica arvensis","Plantaginaceae","Veronica","arvensis",0.125,29,89.375
"359","2","w",2023-06-14,"Jun","elre","Elymus repens","Poaceae","Elymus","repens",13.5,29,89.375
"360","2","w",2023-06-14,"Jun","gafr","Gaudinia fragilis","Poaceae","Gaudinia","fragilis",0.25,29,89.375
"361","2","wp",2023-06-14,"Jun","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",0.3,7,5.85
"362","2","wp",2023-06-14,"Jun","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",0.025,7,5.85
"363","2","wp",2023-06-14,"Jun","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.325,7,5.85
"364","2","wp",2023-06-14,"Jun","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",1.75,7,5.85
"365","2","wp",2023-06-14,"Jun","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",0.7,7,5.85
"366","2","wp",2023-06-14,"Jun","elre","Elymus repens","Poaceae","Elymus","repens",2.5,7,5.85
"367","2","wp",2023-06-14,"Jun","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",0.25,7,5.85
"368","3","c",2023-06-28,"Jun","anpy","Anacamptis pyramidalis","Orchidaceae","Anacamptis","pyramidalis",0.25,22,96
"369","3","c",2023-06-28,"Jun","avst","Avena sterilis","Poaceae","Avena","sterilis",3.75,22,96
"370","3","c",2023-06-28,"Jun","libi","Linum bienne","Linaceae","Linum","bienne",5,22,96
"371","3","c",2023-06-28,"Jun","bepe","Bellis perennis","Asteraceae","Bellis","perennis",1.5,22,96
"372","3","c",2023-06-28,"Jun","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",3.75,22,96
"373","3","c",2023-06-28,"Jun","trre","Trifolium repens","Fabaceae","Trifolium","repens",1.75,22,96
"374","3","c",2023-06-28,"Jun","cyec","Cynosurus echinatus","Poaceae","Cynosurus","echinatus",4.5,22,96
"375","3","c",2023-06-28,"Jun","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",1.25,22,96
"376","3","c",2023-06-28,"Jun","gemo","Geranium molle","Geraniaceae","Geranium","molle",0.25,22,96
"377","3","c",2023-06-28,"Jun","rucr","Rumex crispus","Polygonaceae","Rumex","crispus",0.25,22,96
"378","3","c",2023-06-28,"Jun","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",5,22,96
"379","3","c",2023-06-28,"Jun","elre","Elymus repens","Poaceae","Elymus","repens",28.75,22,96
"380","3","c",2023-06-28,"Jun","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",3.75,22,96
"381","3","c",2023-06-28,"Jun","hyra","Hypochaeris radicata","Asteraceae","Hypochaeris","radicata",0.75,22,96
"382","3","c",2023-06-28,"Jun","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",3.25,22,96
"383","3","c",2023-06-28,"Jun","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",5,22,96
"384","3","c",2023-06-28,"Jun","poan","Poa annua","Poaceae","Poa","annua",15,22,96
"385","3","c",2023-06-28,"Jun","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",3.25,22,96
"386","3","c",2023-06-28,"Jun","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",0.5,22,96
"387","3","c",2023-06-28,"Jun","gafr","Gaudinia fragilis","Poaceae","Gaudinia","fragilis",0.5,22,96
"388","3","c",2023-06-28,"Jun","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",0.5,22,96
"389","3","c",2023-06-28,"Jun","to","Torilis sp","Apieaceae","Torilis","sp",7.5,22,96
"390","3","p",2023-06-28,"Jun","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",1,16,29.75
"391","3","p",2023-06-28,"Jun","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",0.5,16,29.75
"392","3","p",2023-06-28,"Jun","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",4,16,29.75
"393","3","p",2023-06-28,"Jun","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",2.25,16,29.75
"394","3","p",2023-06-28,"Jun","elre","Elymus repens","Poaceae","Elymus","repens",6.5,16,29.75
"395","3","p",2023-06-28,"Jun","brst","Bromus sterillis","Poaceae","Bromus","sterillis",1,16,29.75
"396","3","p",2023-06-28,"Jun","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,1,16,29.75
"397","3","p",2023-06-28,"Jun","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",3.5,16,29.75
"398","3","p",2023-06-28,"Jun","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",0.75,16,29.75
"399","3","p",2023-06-28,"Jun","kisp","Kickxia spuria","Plantaginaceae","Kickxia","spuria",0.25,16,29.75
"400","3","p",2023-06-28,"Jun","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",0.25,16,29.75
"401","3","p",2023-06-28,"Jun","mear","Medicago arabica","Fabaceae","Medicago","arabica",0.25,16,29.75
"402","3","p",2023-06-28,"Jun","vepe","Veronica persica","Plantaginaceae","Veronica","persica",0.25,16,29.75
"403","3","p",2023-06-28,"Jun","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",7.25,16,29.75
"404","3","p",2023-06-28,"Jun","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",0.75,16,29.75
"405","3","p",2023-06-28,"Jun","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",0.25,16,29.75
"406","3","w",2023-06-28,"Jun","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.5,25,76.125
"407","3","w",2023-06-28,"Jun","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",2.5,25,76.125
"408","3","w",2023-06-28,"Jun","crca","Crepis capillaris","Asteraceae","Crepis","capillaris",0.25,25,76.125
"409","3","w",2023-06-28,"Jun","cyec","Cynosurus echinatus","Poaceae","Cynosurus","echinatus",2.75,25,76.125
"410","3","w",2023-06-28,"Jun","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",1,25,76.125
"411","3","w",2023-06-28,"Jun","libi","Linum bienne","Linaceae","Linum","bienne",0.5,25,76.125
"412","3","w",2023-06-28,"Jun","cegl","Cerastium glomeratum","Caryophyllaceae","Cerastium","glomeratum",1.25,25,76.125
"413","3","w",2023-06-28,"Jun","elre","Elymus repens","Poaceae","Elymus","repens",17.5,25,76.125
"414","3","w",2023-06-28,"Jun","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",2.5,25,76.125
"415","3","w",2023-06-28,"Jun","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",1,25,76.125
"416","3","w",2023-06-28,"Jun","brst","Bromus sterillis","Poaceae","Bromus","sterillis",0.5,25,76.125
"417","3","w",2023-06-28,"Jun","gafr","Gaudinia fragilis","Poaceae","Gaudinia","fragilis",2,25,76.125
"418","3","w",2023-06-28,"Jun","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",2.75,25,76.125
"419","3","w",2023-06-28,"Jun","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",16.5,25,76.125
"420","3","w",2023-06-28,"Jun","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",1.5,25,76.125
"421","3","w",2023-06-28,"Jun","visa","Vicia sativa","Fabaceae","Vicia","sativa",0.5,25,76.125
"422","3","w",2023-06-28,"Jun","avst","Avena sterilis","Poaceae","Avena","sterilis",3.75,25,76.125
"423","3","w",2023-06-28,"Jun","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",1.25,25,76.125
"424","3","w",2023-06-28,"Jun","hyra","Hypochaeris radicata","Asteraceae","Hypochaeris","radicata",1.5,25,76.125
"425","3","w",2023-06-28,"Jun","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",4.25,25,76.125
"426","3","w",2023-06-28,"Jun","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.875,25,76.125
"427","3","w",2023-06-28,"Jun","poan","Poa annua","Poaceae","Poa","annua",2.5,25,76.125
"428","3","w",2023-06-28,"Jun","rapa","Rannunculus parviflorus","Ranunculaceae","Rannunculus","parviflorus",0.25,25,76.125
"429","3","w",2023-06-28,"Jun","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",0.75,25,76.125
"430","3","w",2023-06-28,"Jun","to","Torilis sp","Apieaceae","Torilis","sp",7.5,25,76.125
"431","3","wp",2023-06-28,"Jun","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,0.25,15,38.75
"432","3","wp",2023-06-28,"Jun","brho","Bromus hordeaceus","Poaceae","Bromus","hordeaceus",0.25,15,38.75
"433","3","wp",2023-06-28,"Jun","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",0.5,15,38.75
"434","3","wp",2023-06-28,"Jun","visa","Vicia sativa","Fabaceae","Vicia","sativa",0.25,15,38.75
"435","3","wp",2023-06-28,"Jun","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",2.25,15,38.75
"436","3","wp",2023-06-28,"Jun","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",4.25,15,38.75
"437","3","wp",2023-06-28,"Jun","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",2,15,38.75
"438","3","wp",2023-06-28,"Jun","elre","Elymus repens","Poaceae","Elymus","repens",13.75,15,38.75
"439","3","wp",2023-06-28,"Jun","gafr","Gaudinia fragilis","Poaceae","Gaudinia","fragilis",0.5,15,38.75
"440","3","wp",2023-06-28,"Jun","trre","Trifolium repens","Fabaceae","Trifolium","repens",1,15,38.75
"441","3","wp",2023-06-28,"Jun","brst","Bromus sterillis","Poaceae","Bromus","sterillis",0.75,15,38.75
"442","3","wp",2023-06-28,"Jun","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",12,15,38.75
"443","3","wp",2023-06-28,"Jun","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",0.5,15,38.75
"444","3","wp",2023-06-28,"Jun","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",0.25,15,38.75
"445","3","wp",2023-06-28,"Jun","vepe","Veronica persica","Plantaginaceae","Veronica","persica",0.25,15,38.75
"446","4","c",2023-07-11,"Jul","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",3.5,12,67.25
"447","4","c",2023-07-11,"Jul","cegl","Cerastium glomeratum","Caryophyllaceae","Cerastium","glomeratum",0.25,12,67.25
"448","4","c",2023-07-11,"Jul","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",12.5,12,67.25
"449","4","c",2023-07-11,"Jul","poan","Poa annua","Poaceae","Poa","annua",10,12,67.25
"450","4","c",2023-07-11,"Jul","to","Torilis sp","Apieaceae","Torilis","sp",1.75,12,67.25
"451","4","c",2023-07-11,"Jul","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",4.5,12,67.25
"452","4","c",2023-07-11,"Jul","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",4,12,67.25
"453","4","c",2023-07-11,"Jul","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",7.5,12,67.25
"454","4","c",2023-07-11,"Jul","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.25,12,67.25
"455","4","c",2023-07-11,"Jul","libi","Linum bienne","Linaceae","Linum","bienne",1.75,12,67.25
"456","4","c",2023-07-11,"Jul","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",5,12,67.25
"457","4","c",2023-07-11,"Jul","elre","Elymus repens","Poaceae","Elymus","repens",16.25,12,67.25
"458","4","p",2023-07-11,"Jul","mear","Medicago arabica","Fabaceae","Medicago","arabica",0.25,17,47.25
"459","4","p",2023-07-11,"Jul","vepe","Veronica persica","Plantaginaceae","Veronica","persica",1.25,17,47.25
"460","4","p",2023-07-11,"Jul","he","Helminthotheca sp","Asteraceae ","Helminthotheca",NA,0.25,17,47.25
"461","4","p",2023-07-11,"Jul","kisp","Kickxia spuria","Plantaginaceae","Kickxia","spuria",1.25,17,47.25
"462","4","p",2023-07-11,"Jul","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,4.25,17,47.25
"463","4","p",2023-07-11,"Jul","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",4.5,17,47.25
"464","4","p",2023-07-11,"Jul","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",8.75,17,47.25
"465","4","p",2023-07-11,"Jul","elre","Elymus repens","Poaceae","Elymus","repens",8.5,17,47.25
"466","4","p",2023-07-11,"Jul","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",4.5,17,47.25
"467","4","p",2023-07-11,"Jul","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",0.75,17,47.25
"468","4","p",2023-07-11,"Jul","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",3,17,47.25
"469","4","p",2023-07-11,"Jul","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",5.5,17,47.25
"470","4","p",2023-07-11,"Jul","brst","Bromus sterillis","Poaceae","Bromus","sterillis",0.75,17,47.25
"471","4","p",2023-07-11,"Jul","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",2,17,47.25
"472","4","p",2023-07-11,"Jul","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",0.5,17,47.25
"473","4","p",2023-07-11,"Jul","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",1,17,47.25
"474","4","p",2023-07-11,"Jul","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",0.25,17,47.25
"475","4","w",2023-07-11,"Jul","bepe","Bellis perennis","Asteraceae","Bellis","perennis",1.125,16,61.5
"476","4","w",2023-07-11,"Jul","poan","Poa annua","Poaceae","Poa","annua",3.5,16,61.5
"477","4","w",2023-07-11,"Jul","trre","Trifolium repens","Fabaceae","Trifolium","repens",0.5,16,61.5
"478","4","w",2023-07-11,"Jul","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",3.25,16,61.5
"479","4","w",2023-07-11,"Jul","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",2.5,16,61.5
"480","4","w",2023-07-11,"Jul","elre","Elymus repens","Poaceae","Elymus","repens",21.25,16,61.5
"481","4","w",2023-07-11,"Jul","cegl","Cerastium glomeratum","Caryophyllaceae","Cerastium","glomeratum",0.625,16,61.5
"482","4","w",2023-07-11,"Jul","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",0.5,16,61.5
"483","4","w",2023-07-11,"Jul","cyec","Cynosurus echinatus","Poaceae","Cynosurus","echinatus",1,16,61.5
